"Gene name"	"score"	"pval"
"A1CF"	-0.535	0.03
"ABAT"	-0.238	0.05
"ACAT1"	-0.344	0.048
"ACBD4"	-0.314	0.018
"ACCS"	-0.81	0.05
"ACOT9"	-0.508	0.025
"ACSM2B"	-0.295	0.018
"ACTL6B"	-0.308	0.031
"ACVR1"	-0.267	0.03
"ADAMTS12"	-0.347	0.047
"ADCY1"	-0.105	0.037
"ADCY3"	-0.562	0.037
"ADCYAP1R1"	-0.477	0.037
"ADH5"	-0.59	0.05
"ADIPOR1"	-0.477	0.027
"AFG3L2"	-0.707	0.024
"AGL"	-0.531	0.042
"ALDH1B1"	-0.538	0.05
"ALOX12B"	-0.452	0.034
"ANAPC4"	-1.14	0
"ANAPC5"	-0.463	0.025
"ANKZF1"	-0.53	0.048
"AP1AR"	-0.613	0.01
"AP1G1"	-0.379	0.042
"AP2M1"	-0.694	0.041
"AP3D1"	-0.709	0.04
"APBB1"	-0.443	0.033
"APOO"	-0.106	0.027
"AQR"	-1.17	0
"ARCN1"	-1.34	0.001
"ARG1"	-0.35	0.048
"ARHGAP29"	-0.461	0.047
"ARL1"	-0.439	0.002
"ARL13B"	-0.285	0.045
"ARMC4"	-0.261	0.048
"ARPC3"	-0.471	0.041
"ARV1"	-0.609	0.022
"AS3MT"	-0.518	0.031
"ATF6"	-0.584	0.017
"ATP13A1"	-0.14	0.013
"ATP5E"	-0.176	0.045
"ATP5S"	-0.34	0.042
"ATP6V0C"	-0.328	0.041
"ATP6V0D1"	-0.505	0.012
"ATXN10"	-0.23	0.016
"AURKB"	-0.773	0.012
"AZIN1"	-0.632	0.009
"B3GALNT2"	-0.355	0.023
"B4GALNT4"	-0.0992	0.05
"BAI2"	-0.486	0.008
"BEND6"	-0.153	0.038
"BIRC2"	-0.355	0.008
"BMPR2"	-0.258	0.041
"BRIX1"	-0.557	0.047
"BUB1"	-0.169	0.009
"BUB1B"	-0.703	0.015
"C12orf66"	-0.487	0.031
"C16orf28"	-0.242	0.03
"C17orf46"	-0.459	0.02
"C18orf34"	-0.288	0.039
"C1GALT1C1"	-0.386	0.028
"C21orf45"	-0.609	0.036
"C22orf27"	-0.584	0.012
"C3orf24"	-0.611	0.011
"C8orf37"	-0.35	0.017
"C9orf93"	-0.651	0.027
"CA2"	-0.169	0.017
"CA7"	-0.178	0.037
"CACNA1A"	-0.132	0.041
"CAD"	-0.0375	0.025
"CALHM1"	-0.496	0.008
"CAMP"	-0.122	0.01
"CARS2"	-0.466	0.041
"CASP8AP2"	-0.129	0.037
"CASQ1"	-0.219	0.027
"CCDC108"	-0.261	0.03
"CCDC51"	-0.765	0.014
"CCDC93"	-0.377	0.003
"CCNB3"	-0.896	0.008
"CCT3"	-0.902	0.015
"CCT6A"	-0.491	0.033
"CCT8"	-0.857	0.006
"CD163L1"	-0.138	0.017
"CD70"	-0.752	0.032
"CD79B"	-0.201	0.043
"CDC14A"	-0.224	0.016
"CDC14C"	-0.339	0.042
"CDC23"	-0.628	0.013
"CDC27"	-0.59	0.043
"CDC40"	-0.766	0.027
"CDC45L"	-0.404	0.003
"CDC5L"	-0.599	0.003
"CDH4"	-0.245	0.042
"CDK1"	-0.522	0.005
"CDK11B"	-1.24	0.021
"CDK2AP2"	-0.409	0.021
"CDKL5"	-0.238	0.005
"CDR2"	-0.423	0.037
"CEACAM4"	-0.296	0.03
"CEND1"	-0.305	0.047
"CENPO"	-0.515	0.047
"CEP152"	-0.0646	0.048
"CERK"	-0.293	0.024
"CFTR"	-0.36	0.037
"CHD4"	-0.7	0.018
"CHEK1"	-0.4	0.01
"CHRDL1"	-0.364	0.015
"CHRNE"	-0.134	0.05
"CIRH1A"	-0.213	0.036
"CIT"	-0.263	0.043
"CLDN6"	-0.322	0.028
"CLEC2D"	-0.288	0.045
"CLTC"	-1.11	0.025
"CLUL1"	-0.606	0.035
"CMTM3"	-0.184	0.029
"CNN2"	-0.132	0.024
"CNTN2"	-0.576	0.034
"COCH"	-0.422	0.042
"COL25A1"	-0.211	0.05
"COPA"	-1.1	0.016
"COPB1"	-1.2	0.002
"COPB2"	-0.744	0.043
"COPS2"	-0.686	0.001
"COPS4"	-0.601	0.001
"COPS5"	-0.192	0.017
"COPS6"	-0.5	0.008
"COPZ1"	-0.989	0.008
"CPSF1"	-0.565	0.018
"CPSF2"	-0.275	0.036
"CPXM1"	-0.25	0.042
"CRADD"	-0.24	0.013
"CS"	-0.341	0.037
"CSE1L"	-1	0.031
"CSNK1G3"	-0.252	0.05
"CUL7"	-0.451	0.004
"CUX2"	-0.579	0.002
"CWC22"	-0.775	0.002
"CWF19L1"	-0.493	0.007
"CXCL12"	-0.706	0.038
"CYorf15B"	-0.537	0.04
"CYP1A2"	-0.844	0.01
"CYP2C18"	-0.332	0.045
"CYP2F1"	-0.356	0.042
"CYP4F12"	-0.133	0.041
"DAND5"	-0.0998	0.041
"DCLRE1C"	-0.286	0.05
"DDB1"	-0.544	0.041
"DDHD2"	-0.323	0.007
"DDX18"	-0.541	0.026
"DDX21"	-0.4	0.028
"DDX23"	-0.461	0.021
"DDX41"	-0.495	0.024
"DDX46"	-0.857	0.018
"DDX49"	-0.51	0.021
"DDX51"	-0.171	0.025
"DECR1"	-0.214	0.042
"DEFB4"	-0.302	0.041
"DEGS2"	-0.393	0.05
"DHCR7"	-0.407	0.03
"DHX9"	-0.852	0.037
"DIRAS3"	-0.814	0.05
"DIS3"	-0.357	0.03
"DLG5"	-0.629	0.044
"DLGAP5"	-0.332	0.049
"DNASE2"	-0.475	0.042
"DNM1L"	-0.272	0.014
"DNTTIP2"	-0.532	0.033
"DOCK2"	-0.441	0.023
"DOPEY1"	-0.709	0.003
"DPP9"	-0.142	0.044
"DULLARD"	-0.208	0.008
"DUSP7"	-0.144	0.003
"DYNC1H1"	-0.28	0.02
"DYNC1I2"	-0.721	0.032
"DYNLRB1"	-0.448	0.014
"ECEL1"	-0.301	0.04
"ECM1"	-0.493	0.003
"EDNRA"	-0.202	0.049
"EEF1A1"	-0.157	0.047
"EEF2"	-0.844	0.015
"EGLN1"	-0.325	0.01
"EGLN3"	-0.188	0.013
"EIF1AX"	-0.943	0.018
"EIF2AK2"	-0.901	0.02
"EIF2S2"	-0.494	0.002
"EIF2S3"	-0.438	0.034
"EIF3A"	-1.21	0
"EIF3B"	-1.11	0.003
"EIF3C"	-0.668	0.009
"EIF3D"	-1.03	0.002
"EIF3F"	-0.525	0.018
"EIF3FP3"	-0.402	0.006
"EIF3G"	-0.831	0.034
"EIF3I"	-0.395	0.008
"EIF3M"	-0.485	0.02
"EIF4A3"	-0.604	0.003
"EIF4E"	-0.259	0.045
"EIF4E3"	-0.685	0.015
"EIF5B"	-1.1	0
"ELAC1"	-0.439	0.041
"ELAC2"	-0.251	0.043
"ELAVL1"	-0.606	0.035
"EMX1"	-0.679	0.016
"EPHA2"	-0.132	0.047
"ERAP1"	-0.186	0.003
"ERCC6L"	-0.65	0.034
"ERH"	-0.498	0.004
"ERV3"	-0.196	0.016
"ETV4"	-0.249	0.005
"EVX2"	-0.314	0.004
"EXOSC10"	-0.429	0.047
"FAM126A"	-0.469	0.04
"FAM164C"	-0.488	0.033
"FAM181A"	-0.134	0.042
"FBXO21"	-0.275	0.036
"FBXO8"	-0.561	0.035
"FBXO9"	-0.641	0.003
"FIS1"	-0.602	0.03
"FKBP9"	-0.26	0.041
"FN3KRP"	-0.561	0.007
"FPGT"	-0.264	0.027
"FRMD4A"	-0.173	0.049
"FTSJ3"	-0.27	0.002
"FUT7"	-0.333	0.042
"FUT9"	-0.278	0.027
"FZD7"	-0.212	0.013
"GABRB1"	-0.423	0.041
"GABRP"	-0.298	0.038
"GALNTL4"	-0.402	0.01
"GEMIN5"	-0.511	0.029
"GGCT"	-0.0528	0.018
"GINS1"	-0.623	0.019
"GINS2"	-0.469	0.015
"GK5"	-0.724	0.021
"GKN1"	-0.263	0.026
"GLYCTK"	-0.635	0.015
"GNL3"	-0.617	0.014
"GPC6"	-0.721	0.019
"GPD2"	-0.353	0.012
"GPR112"	-0.455	0.017
"GPR113"	-0.169	0.033
"GPR115"	-0.438	0.02
"GPR116"	-0.558	0.005
"GPR158"	-0.172	0.004
"GPR162"	-0.202	0.041
"GPR171"	-0.204	0.035
"GPT2"	-0.351	0.036
"GREM1"	-0.698	0.035
"GRINL1A"	-0.545	0.05
"GRPEL2"	-0.558	0.035
"GSPT1"	-0.147	0.007
"GTF3C4"	-0.676	0.041
"HAUS2"	-0.747	0.036
"HDAC3"	-0.315	0.037
"HEPACAM2"	-0.349	0.048
"HERC2P2"	-0.288	0.02
"HESX1"	-0.277	0.033
"HGS"	-0.67	0.001
"HIATL2"	-0.38	0.028
"HINT3"	-0.751	0.014
"HIST1H2BD"	-0.38	0.041
"HIST2H4A"	-0.481	0.045
"HNRNPC"	-1.02	0
"HNRNPM"	-0.684	0.041
"HNRNPU"	-0.841	0.008
"HOXA5"	-0.357	0.043
"HP"	-0.568	0.036
"HRASLS"	-0.516	0.026
"HSD3B2"	-0.277	0.034
"HSDL2"	-0.127	0.03
"HSPA5"	-0.233	0.012
"HSPA9"	-0.844	0.003
"HSPD1"	-0.676	0.009
"HSPE1"	-0.703	0.022
"HSPG2"	-0.579	0.003
"HTR3B"	-0.342	0.004
"HYAL2"	-0.491	0.034
"ICK"	-0.657	0.046
"ID1"	-0.522	0.041
"IFT74"	-0.454	0.039
"IGF2BP3"	-0.54	0.047
"IGFBP2"	-0.343	0.018
"IGFBP7"	-0.0342	0.04
"IL23R"	-0.581	0.047
"INPP5K"	-0.184	0.018
"INSR"	-0.658	0.008
"INTS4L1"	-0.515	0.01
"INTS9"	-0.627	0.049
"IPO11"	-0.463	0.021
"IPO7"	-0.0604	0.004
"IRS4"	-0.914	0.012
"ISCA1"	-0.211	0.01
"ISCU"	-0.226	0.007
"ISM2"	-0.24	0.036
"ISY1"	-0.34	0.03
"ITSN1"	-0.0959	0.01
"JMJD4"	-0.369	0.028
"KARS"	-0.907	0
"KCNJ15"	-0.362	0.042
"KCNQ5"	-0.665	0.041
"KCTD15"	-0.195	0.02
"KDM5B"	-0.646	0.008
"KDM6A"	-0.267	0.027
"KDSR"	-0.223	0.023
"KEAP1"	-0.418	0.023
"KHDRBS2"	-0.393	0.04
"KIAA0494"	-0.436	0.041
"KIAA1797"	-0.465	0.044
"KIF19"	-0.112	0.018
"KLHL10"	-0.119	0.035
"KPNB1"	-1.04	0.003
"KRR1"	-0.711	0.008
"KRT16"	-0.15	0.049
"KRT8P11"	-0.415	0.016
"KRTAP10-11"	-0.419	0.027
"KRTAP4-7"	-0.318	0.005
"KSR1"	-0.302	0.027
"LAPTM5"	-0.317	0.018
"LASP1"	-0.142	0.01
"LCA5"	-0.191	0.049
"LDHC"	-0.731	0.016
"LEMD2"	-0.29	0.017
"LETM1"	-0.371	0.03
