"Gene name"	"score"	"pval"
"A1CF"	-0.321	0.034
"ABAT"	-0.449	0.041
"ABCB7"	-0.241	0.036
"ACBD5"	-0.337	0.032
"ACO2"	-0.969	0.004
"ACOT9"	-0.295	0.021
"ACP1"	-0.25	0.004
"ACSM2B"	-0.495	0.044
"ADAMTS3"	-0.274	0.036
"ADIPOQ"	-0.485	0.022
"ADNP"	-0.0314	0.047
"ADRBK2"	-0.33	0.004
"AFG3L2"	-1.1	0.045
"AHR"	-0.461	0.014
"AIRE"	-0.392	0.022
"AKT3"	-0.372	0.013
"ALDOC"	-0.38	0.047
"ALG10B"	-0.605	0.022
"ALG1L"	-0.164	0.048
"ALS2CR11"	-0.433	0.022
"ANAPC4"	-0.944	0.006
"ANKRA2"	-0.497	0.036
"AP2M1"	-0.553	0.032
"AP3D1"	-0.49	0.022
"APBB2"	-0.126	0.035
"APOL2"	-0.555	0.042
"APOL4"	-0.157	0.017
"AQR"	-1.09	0.002
"ARF4"	-0.578	0.025
"ARFGAP3"	-0.34	0.043
"ARIH1"	-0.284	0.039
"ARL1"	-0.381	0.008
"ARL5B"	-0.609	0.025
"ARMC1"	-0.411	0.023
"ASGR2"	-0.491	0.042
"ATOH7"	-0.35	0.033
"ATOH8"	-0.672	0.037
"ATP1A1"	-1.01	0.043
"ATP5J2"	-0.524	0.031
"ATP6V1G3"	-0.154	0.036
"AURKA"	-0.412	0.036
"AZU1"	-0.356	0.04
"B3GNT5"	-0.119	0.017
"BAG5"	-0.332	0.017
"BCL2"	-0.173	0.034
"BCL7B"	-0.54	0.019
"BDKRB1"	-0.832	0.004
"BGLAP"	-0.491	0.013
"BIRC6"	-0.31	0.045
"BSND"	-0.442	0.04
"BUB1B"	-1.08	0.003
"BUD31"	-0.609	0.024
"C10orf72"	-0.157	0.03
"C11orf40"	-0.723	0.049
"C12orf66"	-0.531	0.016
"C14orf143"	-0.748	0.05
"C14orf148"	-0.464	0.007
"C14orf2"	-0.753	0.016
"C16orf72"	-0.708	0.028
"C16orf87"	-0.406	0.044
"C19orf18"	-0.516	0.036
"C1orf141"	-0.465	0.036
"C1orf158"	-0.587	0.039
"C1QBP"	-0.483	0.022
"C22orf27"	-0.503	0.014
"C22orf29"	-0.0822	0.012
"C2orf81"	-0.401	0.029
"C3orf39"	-0.71	0.029
"C6orf167"	-0.591	0.029
"C7orf46"	-0.463	0.047
"C8orf44"	-0.117	0.029
"C9orf30"	-0.265	0.019
