"Gene name"	"score"	"pval"
"A1CF"	-0.961	0.047
"ABCB7"	-0.189	0.008
"ACAT1"	-0.997	0.038
"ACBD5"	-0.869	0.048
"ACP1"	-0.563	0.049
"ACSL4"	-0.341	0.048
"ADAM32"	-0.712	0.04
"ADAM33"	-0.92	0.007
"ADAMTS6"	-0.635	0.036
"ADAMTS7"	-0.407	0.019
"ADCK4"	-0.695	0.02
"ADCY3"	-0.493	0.041
"ADCYAP1"	-0.728	0.013
"ALDH18A1"	-0.861	0.018
"ALG10B"	-0.963	0.018
"ALK"	-0.485	0.034
"ALS2"	-0.111	0.034
"ANAPC4"	-1.74	0.033
"ANKRD40"	-0.177	0.03
"AQR"	-1.53	0
"ARCN1"	-1.77	0
"ARHGAP29"	-1.02	0.021
"ARIH1"	-0.572	0.012
"ARPC3"	-0.556	0.04
"ART5"	-0.553	0.012
"ATP5E"	-0.264	0.037
"ATP5I"	-0.952	0.011
"ATP6V0A1"	-0.517	0.046
"ATP6V0C"	-0.67	0.029
"ATXN3"	-0.488	0.036
"AURKB"	-0.685	0.009
"AZIN1"	-0.802	0.022
"B3GALT6"	-0.711	0.026
"BAG5"	-1.12	0.045
"BANF1"	-0.909	0.046
"BCL2"	-0.966	0
"BCL9L"	-0.849	0.033
"BCLAF1"	-0.196	0.02
"BIN1"	-0.18	0.041
"BMP2K"	-0.738	0.027
"BOP1"	-0.64	0.018
"BRD4"	-0.473	0.031
"BSPRY"	-0.322	0.021
"BTLA"	-0.846	0.046
"BTNL9"	-0.701	0.012
"BUB1B"	-1.41	0.003
"C10orf113"	-1.14	0.023
"C10orf76"	-0.549	0.05
"C11orf24"	-0.631	0.031
"C12orf40"	-0.578	0.013
"C13orf18"	-0.196	0.005
"C13orf27"	-0.595	0.042
"C13orf28"	-0.364	0.042
"C14orf2"	-0.874	0.011
"C14orf53"	-0.522	0.022
"C14orf70"	-0.63	0.003
"C16orf71"	-0.895	0.03
"C16orf75"	-0.202	0.022
"C19orf2"	-0.446	0.007
"C1orf83"	-0.24	0.022
"C1QBP"	-0.663	0.029
"C1QTNF6"	-1.21	0.01
"C2"	-0.313	0.02
"C21orf33"	-0.679	0.016
"C21orf66"	-0.494	0.004
"C22orf32"	-1.14	0.033
"C2orf50"	-0.674	0.031
"C3orf24"	-0.994	0.026
"C4orf21"	-0.69	0.04
"C4orf33"	-1.03	0.025
"C5orf28"	-0.593	0.035
"C5orf37"	-0.249	0.022
"C6orf167"	-0.464	0.043
"C7orf16"	-0.318	0.043
"C7orf44"	-0.313	0.024
"C9"	-0.472	0.017
"C9orf103"	-0.573	0.004
"C9orf125"	-0.958	0.007
"C9orf30"	-1.3	0.032
"CABP7"	-0.179	0.038
"CAD"	-0.808	0.012
"CAPN2"	-0.888	0.036
"CAPZB"	-1.32	0.019
"CARD9"	-0.262	0.035
"CARS"	-0.699	0.037
"CARS2"	-0.747	0.039
"CBR4"	-0.584	0.041
"CCDC71"	-0.584	0.031
"CCNB3"	-0.841	0.036
"CCR6"	-1.07	0.023
"CCRN4L"	-0.783	0.042
"CCT3"	-1.43	0
"CCT4"	-0.794	0.018
"CCT6A"	-0.44	0.007
"CCT7"	-1.44	0
"CCT8"	-1.3	0.003
"CD160"	-0.404	0
"CD163"	-0.53	0.046
"CDA"	-0.882	0.031
"CDC37L1"	-0.924	0.042
"CDC40"	-1.17	0.005
"CDC42EP5"	-0.262	0.041
"CDK11B"	-1.39	0
"CDK12"	-0.705	0.033
"CDK17"	-0.615	0.015
"CDKL1"	-0.305	0.039
"CDKN2D"	-0.438	0.018
"CDON"	-0.596	0.047
"CDRT4"	-0.784	0.027
"CEACAM19"	-0.462	0.047
"CEACAM21"	-0.709	0.021
"CEACAM4"	-0.905	0.022
"CENPC1"	-0.817	0.037
"CEP192"	-0.788	0.02
"CHD2"	-0.513	0.013
"CHEK1"	-1.1	0.027
"CHMP2A"	-1.72	0.003
"CHST10"	-0.681	0.033
"CLDN4"	-0.207	0.025
"CLEC5A"	-0.759	0.036
"CLINT1"	-0.589	0.008
"CLTC"	-1.15	0
"CLUL1"	-0.736	0.028
"CLYBL"	-0.361	0.028
"CMPK1"	-0.45	0.013
"CMTM3"	-1.02	0.017
"CNPY4"	-0.539	0.022
"CNTN2"	-0.351	0.037
"COL11A2"	-0.0663	0.019
"COL1A2"	-0.518	0.045
"COPA"	-1.06	0.018
"COPB1"	-1.44	0
"COPZ1"	-0.794	0.003
"COX5A"	-0.541	0.011
"CPEB4"	-0.39	0.043
"CPPED1"	-0.831	0.039
"CPSF3"	-0.9	0.037
"CR1"	-1.05	0.023
"CREB3"	-0.402	0.039
"CREBL2"	-0.683	0.042
"CRISP1"	-0.55	0.029
"CRYBA1"	-0.449	0.008
"CS"	-0.919	0.036
"CSMD3"	-0.152	0.022
"CTAG2"	-0.815	0.033
"CTDP1"	-0.335	0.012
"CUL5"	-0.544	0.043
"CUTC"	-0.191	0.026
"CUX1"	-0.456	0.032
"CUX2"	-0.401	0.036
"CWF19L1"	-0.739	0.012
"CYBASC3"	-0.18	0.014
"CYorf15B"	-0.906	0.024
"CYP2A13"	-0.543	0.039
"CYP2W1"	-0.445	0.01
"CYTL1"	-0.432	0.047
"DARS"	-0.465	0.01
"DBF4"	-0.87	0.049
"DCAF16"	-0.348	0.037
"DDB1"	-0.508	0.003
"DDB2"	-0.21	0.04
"DDIT4"	-0.814	0.012
"DDR1"	-1	0.003
"DDR2"	-1.25	0.018
"DDX18"	-1.56	0.001
"DDX3X"	-0.671	0.02
"DDX41"	-0.745	0.009
"DDX46"	-0.963	0.021
"DDX49"	-1.12	0.018
"DDX54"	-0.67	0.025
"DHCR7"	-1.02	0.031
"DHX30"	-0.415	0.021
"DHX38"	-0.963	0.006
"DHX9"	-0.781	0.027
"DISC1"	-0.631	0.031
"DLG5"	-0.654	0.014
"DNAJC21"	-0.964	0.018
"DNM1L"	-0.116	0.031
"DNM2"	-0.689	0.043
"DNTTIP2"	-0.837	0.037
"DPP10"	-0.223	0.047
"DSTN"	-0.846	0.038
"DULLARD"	-0.552	0.013
"DUOXA2"	-1.16	0.002
"DUSP13"	-0.39	0.028
