"Gene name"	"score"	"pval"
"AADAT"	-0.12	0.035
"ABCB7"	-0.333	0.046
"ABCC6"	-0.518	0.024
"ACBD5"	-0.696	0.028
"ACER2"	-0.42	0.036
"ACOT9"	-0.758	0.022
"ACTR6"	-0.375	0.02
"ACVR1"	-0.266	0.035
"ADAM33"	-0.528	0.043
"ADCYAP1"	-0.0125	0.014
"ADD1"	-0.633	0.024
"ADH5"	-0.213	0.024
"ADI1"	-0.61	0.027
"AKAP3"	-0.286	0.028
"AKAP8L"	-0.872	0.025
"ALG10B"	-0.921	0.027
"ANKFY1"	-0.27	0.045
"APOA1"	-0.434	0.046
"APOBEC3F"	-0.695	0.046
"AQP12A"	-0.839	0.041
"AQR"	-1.24	0.001
"ARCN1"	-0.82	0
"ARF4"	-0.21	0.038
"ARHGAP29"	-0.953	0.041
"ARHGAP5"	-0.264	0.029
"ARHGEF2"	-0.42	0.016
"ARL13B"	-0.222	0.043
"ARL6IP5"	-0.441	0.05
"AS3MT"	-0.718	0.022
"ATF6"	-0.787	0.01
"ATP1A1"	-0.503	0.015
"ATP5H"	-0.143	0.013
"ATP5L"	-0.239	0.042
"ATP6V0D1"	-0.9	0.011
"AZI1"	-0.701	0.022
"B3GNT5"	-0.43	0.024
"BAP1"	-0.574	0.028
"BATF"	-0.491	0.035
"BBS7"	-0.509	0.046
"BCCIP"	-0.391	0.008
"BCL2L1"	-1.57	0.038
"BDKRB1"	-1.11	0.021
"BMPR1A"	-0.998	0.025
"BRAP"	-0.387	0.047
"BRUNOL4"	-0.613	0.011
"BUB1B"	-0.989	0.003
"BYSL"	-0.345	0.029
"C11orf64"	-0.745	0.014
"C12orf66"	-0.593	0.02
"C14orf166"	-0.331	0.026
"C14orf2"	-0.61	0.018
"C16orf62"	-0.643	0.05
"C16orf72"	-0.785	0.025
"C17orf104"	-0.296	0.047
"C1orf156"	-0.165	0.031
"C22orf27"	-0.947	0.004
"C22orf28"	-0.351	0.024
"C22orf32"	-0.726	0.025
"C3orf39"	-0.631	0.022
"C5orf44"	-0.544	0.05
"C6orf167"	-0.58	0.008
"C6orf174"	-0.693	0.009
"C7orf46"	-0.502	0.023
"C8orf46"	-0.787	0.014
"C9orf30"	-0.584	0.012
"CABP7"	-0.409	0.045
"CACNA1A"	-0.589	0.035
"CALHM3"	-0.124	0.045
"CAPN2"	-0.431	0.045
"CAPN5"	-0.47	0.045
"CARD9"	-0.597	0.01
"CARM1"	-0.506	0.01
"CARS"	-0.335	0.008
"CARS2"	-0.836	0.045
"CASKIN1"	-0.346	0.044
"CATSPER2"	-0.278	0.032
"CCDC108"	-0.719	0.031
"CCDC112"	-0.517	0.049
"CCDC141"	-0.299	0.039
"CCDC93"	-1.03	0.045
"CCNB2"	-0.509	0.021
"CCNB3"	-1.36	0.048
"CCNG1"	-0.746	0.004
"CCRN4L"	-0.272	0
"CCT3"	-0.516	0.018
"CD160"	-0.551	0.044
"CD320"	-0.304	0.031
"CD36"	-0.292	0.05
"CDC23"	-0.77	0.007
"CDC27"	-0.62	0.037
"CDC37L1"	-0.747	0.023
"CDC40"	-0.689	0.037
"CDC7"	-0.168	0.043
"CDH9"	-0.645	0.046
"CDK1"	-0.444	0.007
"CDK11B"	-1.01	0.007
"CDK5RAP2"	-0.405	0.035
"CDK8"	-0.261	0.001
"CDNF"	-0.491	0.046
"CDR2"	-1.07	0.003
"CEBPE"	-0.425	0.035
"CELA3B"	-0.184	0.024
"CEND1"	-1.19	0.001
"CENPC1"	-0.386	0.031
"CER1"	-0.275	0.047
"CHAF1A"	-0.341	0.024
"CHD4"	-0.689	0.011
"CHEK1"	-0.864	0.041
"CHMP2A"	-0.388	0.025
"CHRM1"	-0.786	0.014
"CHRM5"	-0.497	0.024
"CHST5"	-0.588	0.041
"CHTF18"	-0.372	0.029
"CLCN5"	-0.899	0.021
"CLIC4"	-0.49	0.043
"CLINT1"	-0.629	0.014
"CLTC"	-0.708	0.022
"CLUL1"	-0.755	0.014
"CMTM3"	-0.684	0.049
"CMTM4"	-0.856	0.025
"CNGA1"	-0.407	0.027
"CNN2"	-0.572	0.018
"CNOT1"	-0.199	0.013
"CNOT3"	-0.606	0.021
"COMMD2"	-0.243	0.029
"COPA"	-0.244	0.005
"COPB1"	-1.38	0
"COPB2"	-0.356	0
"COPE"	-0.351	0.014
"COPG"	-0.205	0
"COPZ1"	-0.0965	0
"COX5A"	-0.583	0.037
"CPA4"	-0.557	0.027
"CPPED1"	-0.783	0.045
"CPT1A"	-0.374	0.02
"CPVL"	-0.339	0.032
"CST1"	-0.257	0.033
"CTNNBIP1"	-0.125	0.035
"CTSG"	-0.393	0.046
"CUL2"	-0.578	0.041
"CUL4A"	-0.59	0.035
"CUX2"	-0.892	0.032
"CWC15"	-0.165	0.008
"CWC22"	-0.312	0.037
"CWF19L1"	-0.605	0.03
