"Gene name"	"score"	"pval"
"AANAT"	-0.452	0.046
"ABCC2"	-0.22	0.025
"ABCE1"	-0.616	0.001
"ABHD3"	-0.472	0.033
"ACCN5"	-0.341	0.025
"ACCS"	-0.361	0.009
"ACOT11"	-0.431	0.036
"ACOT9"	-0.407	0.048
"ACSM2B"	-0.461	0.035
"ACTL6B"	-0.36	0.018
"ACTR5"	-0.709	0.02
"ADCY5"	-0.722	0.005
"ADCYAP1R1"	-0.489	0.039
"ADNP"	-0.3	0.014
"AGL"	-0.504	0.05
"ALG10B"	-0.497	0.05
"ALKBH8"	-0.398	0.034
"ALS2"	-0.81	0.028
"AMN"	-0.495	0.047
"ANAPC10"	-0.153	0.017
"ANAPC4"	-0.633	0.001
"ANKMY1"	-0.354	0.024
"ANKRA2"	-0.759	0.024
"ANTXR1"	-0.605	0.049
"AP1AR"	-0.297	0.018
"APLN"	-0.267	0.05
"APLP2"	-0.757	0.033
"APOBEC3G"	-0.439	0.045
"APOL4"	-0.399	0.034
"APPL1"	-0.864	0.03
"AQP9"	-0.516	0.035
"AQR"	-1.06	0.008
"ARCN1"	-0.418	0
"ARF4"	-0.329	0.04
"ARFRP1"	-0.267	0.041
"ARHGAP26"	-0.413	0.009
"ARHGAP4"	-0.343	0.016
"ARMC5"	-0.122	0.043
"ARV1"	-0.136	0.027
"ATF6"	-0.335	0.033
"ATIC"	-0.554	0.015
"ATOH8"	-0.85	0.041
"ATP11C"	-0.0981	0.046
"ATP6V0C"	-0.569	0.046
"ATP7B"	-0.717	0.037
"ATXN10"	-0.552	0.011
"ATXN7L1"	-0.544	0.018
"AURKAIP1"	-0.684	0.023
"AZU1"	-0.714	0.046
"BAG5"	-0.534	0.018
"BCCIP"	-0.0879	0.026
"BCL2L1"	-0.243	0
"BCS1L"	-0.281	0.028
"BDKRB1"	-0.869	0.013
"BFSP2"	-0.411	0.046
"BLOC1S2"	-0.588	0.037
"BMPR1A"	-0.814	0.045
"BRCA2"	-0.24	0.028
"BRUNOL4"	-0.613	0.03
"BTK"	-0.449	0.047
"BTN1A1"	-0.714	0.05
"C10orf118"	-0.693	0.018
"C10orf81"	-0.309	0.007
"C11orf82"	-0.616	0.039
"C12orf66"	-0.864	0.01
"C14orf166"	-0.305	0.013
"C14orf2"	-0.508	0.035
"C16orf28"	-0.415	0.033
"C19orf2"	-0.486	0.011
"C19orf23"	-0.727	0.007
"C19orf43"	-0.311	0.02
"C20orf103"	-0.474	0.035
"C21orf33"	-0.46	0.023
"C22orf27"	-0.417	0.035
"C22orf28"	-0.32	0.023
"C2orf81"	-0.867	0.041
"C5orf37"	-0.249	0.035
"C5orf56"	-0.534	0.024
"C8orf37"	-0.841	0.034
"CA1"	-0.494	0.036
"CACNA2D3"	-0.478	0.021
"CACYBP"	-0.262	0.027
"CAD"	-0.0947	0.027
"CALM2"	-0.707	0.015
"CAPZB"	-0.826	0.005
"CASC5"	-0.389	0.031
"CASP8AP2"	-0.336	0.006
"CATSPER2"	-0.528	0.037
"CBARA1"	-0.185	0.016
"CCDC51"	-0.867	0.01
"CCDC71"	-0.319	0.033
"CCM2"	-0.374	0.025
"CCNB3"	-0.809	0.013
"CCNK"	-0.283	0.01
"CCR10"	-0.642	0.024
"CCT3"	-0.705	0.001
"CCT4"	-0.579	0.032
"CCT6A"	-0.268	0.001
"CCT7"	-1.07	0.016
"CCT8"	-0.709	0.02
"CDC5L"	-0.397	0.048
"CDCA8"	-0.0564	0.031
"CDK11B"	-0.832	0.003
"CDK18"	-0.626	0.014
"CELA1"	-0.225	0.035
"CEND1"	-0.333	0.013
"CENPE"	-0.365	0.032
"CENPO"	-0.88	0.007
"CEP192"	-0.445	0.049
