"Gene name"	"score"	"pval"
"ACBD5"	-0.407	0.043
"ADCYAP1"	-0.624	0.044
"ADCYAP1R1"	-0.416	0.007
"ANKRD27"	-0.22	0.049
"BST2"	-0.364	0.011
"BUB1B"	-0.437	0.026
"BUB3"	-0.21	0.046
"C11orf24"	-0.343	0.003
"C11orf63"	-0.177	0.036
"C12orf66"	-0.591	0.016
"C14orf166"	-0.236	0.04
"C16orf72"	-0.563	0.014
"C1orf125"	-0.501	0.036
"C1orf92"	-0.19	0.034
"C22orf27"	-0.451	0
"C22orf29"	-0.45	0.028
"C2orf81"	-0.467	0.04
"C3orf39"	-0.541	0.001
"C6orf167"	-0.266	0.033
"C6orf174"	-0.314	0.014
"C7orf46"	-0.416	0.047
"C8orf46"	-0.617	0.015
"C9orf114"	-0.357	0.002
"C9orf30"	-0.577	0.019
"C9orf93"	-0.549	0
"CCRN4L"	-0.416	0.038
"CDC23"	-0.563	0.029
"CDC27"	-0.3	0.027
"CDC40"	-0.717	0.008
"CDC45L"	-0.313	0.05
"CDC5L"	-0.708	0.01
"CEACAM4"	-0.643	0.037
"CHD4"	-0.68	0.007
"CMTM3"	-0.448	0.003
"CMTM4"	-0.347	0.016
"COG4"	-0.32	0.022
"COPS3"	-0.335	0.033
"COPS4"	-0.438	0.017
"COPS6"	-0.461	0.017
"COPS8"	-0.517	0.021
"CRTAM"	-0.306	0.032
"CYorf15A"	-0.479	0
"CYorf15B"	-0.293	0.027
"DDR1"	-0.472	0
"DIP2B"	-0.267	0.038
"ECT2"	-0.655	0.002
"EIF4E3"	-0.448	0.036
"ERMAP"	-0.391	0.026
"ETS2"	-0.266	0.033
"FAT3"	-0.348	0.037
"FBXL5"	-0.243	0.03
"FGFBP1"	-0.343	0.037
"FNDC7"	-0.588	0.003
"FOS"	-0.417	0.002
"FUBP1"	-0.379	0.021
"GPBAR1"	-0.453	0.02
"HNRNPU"	-0.516	0.005
"HSPA9"	-0.378	0.003
"IFIT1L"	-0.566	0.032
"IGF2BP3"	-0.442	0.008
"ISCA1"	-0.495	0.032
"ISY1"	-0.597	0.015
"KCTD12"	-0.399	0.044
"KRAS"	-0.743	0.016
"KRAS"	-0.743	0.011
"KRAS"	-0.493	0.016
"KRAS"	-0.493	0.011
"LTBP2"	-0.344	0.043
"MAD2L1"	-0.222	0.016
"MYBL2"	-0.456	0.009
"MYRIP"	-0.379	0.011
"MYST3"	-0.422	0.047
"NHP2L1"	-0.612	0.004
"NOC4L"	-0.34	0.036
"NPR1"	-0.362	0.015
"NSMCE4A"	-0.228	0.029
"NUDT21"	-0.915	0
"NUDT4"	-0.495	0.047
"NUS1"	-0.569	0.009
"OSGIN2"	-0.394	0.006
"PARD3"	-0.324	0.049
"POLR2D"	-0.766	0.004
"POLR2F"	-0.309	0.033
"POLR2H"	-0.355	0.017
"PRPF18"	-0.312	0.042
"PRPF19"	-0.542	0.023
"PRPF3"	-0.695	0
"PRPF31"	-0.755	0.005
"PRPF8"	-0.673	0.005
"PUS7L"	-0.498	0.036
"RPGRIP1"	-0.397	0.04
"RPRD1A"	-0.516	0.018
"RRS1"	-0.618	0.016
"SEC61A1"	-0.673	0.012
"SEZ6L2"	-0.334	0.024
"SFPQ"	-0.711	0.013
"SHPRH"	-0.239	0.028
"SIT1"	-0.151	0.02
"SKA1"	-0.254	0.024
"SKIV2L2"	-0.626	0.038
"SNRPB"	-0.286	0.029
"SNRPD1"	-0.76	0
"SNRPD2"	-1.05	0
"SOHLH2"	-0.237	0.035
"SUPT16H"	-0.218	0.046
"SUPT6H"	-0.595	0.009
"TIAM1"	-0.238	0.034
"TIE1"	-0.545	0.004
"TIMM8B"	-0.321	0.029
"TIMM9"	-0.352	0.04
"TJP2"	-0.329	0.049
"TMED10"	-0.356	0.005
"TOPBP1"	-0.396	0.032
"TPR"	-0.334	0.042
"TRIAP1"	-0.46	0.007
"TYROBP"	-0.338	0.022
"U2AF1"	-0.729	0.002
"U2AF2"	-0.75	0.009
"UBE2Q1"	-0.362	0.001
"VPS28"	-0.422	0.016
"VTI1B"	-0.257	0.029
"VWCE"	-0.437	0.017
"XRCC2"	-0.424	0.034
"ZBTB11"	-0.39	0.021
"ZBTB45"	-0.38	0.036
"ZEB1"	-0.144	0.027
"ZFP112"	-0.589	0.032
"ZFP37"	-0.535	0.02
"ZG16"	-0.44	0.016
