"Gene name"	"score"	"pval"
"A1CF"	-0.336	0.014
"ABCC6"	-0.337	0.014
"ABI3"	-0.0999	0.028
"ACAT2"	-0.388	0.014
"ACBD5"	-0.263	0.037
"ACCN5"	-0.176	0.045
"ACER3"	-0.343	0.031
"ADC"	-0.213	0.046
"ADCYAP1R1"	-0.316	0.017
"AFG3L2"	-0.822	0.046
"AGBL4"	-0.16	0.05
"AKAP8L"	-0.0421	0.005
"ALDH5A1"	-0.154	0.036
"ALDOC"	-0.231	0.043
"ALG1"	-0.105	0.019
"ALG10B"	-0.625	0.022
"ALMS1"	-0.337	0.009
"ANAPC4"	-1.29	0.026
"ANAPC5"	-0.536	0.037
"ANKRD28"	-0.0207	0.042
"ANXA7"	-0.0155	0.012
"AP1M2"	-0.272	0.013
"AP3D1"	-0.376	0.041
"APOBEC3B"	-0.452	0.024
"APOBEC3F"	-0.207	0.021
"APOL1"	-0.253	0.045
"APOL2"	-0.406	0.036
"APPL1"	-0.5	0.024
"AQR"	-1.2	0
"ARCN1"	-1.26	0.03
"ARG1"	-0.369	0.024
"ARHGAP24"	-0.121	0.04
"ARHGAP29"	-0.632	0.034
"ARSJ"	-0.215	0.024
"ARV1"	-0.241	0.049
"ASGR2"	-0.314	0.038
"ATF4"	-0.532	0.04
"ATP11C"	-0.0521	0.024
"ATP9A"	-0.232	0.017
"ATXN10"	-0.693	0.016
"ATXN3"	-0.473	0.041
"AURKB"	-0.848	0.036
"AZIN1"	-0.235	0.033
"B3GNT5"	-0.273	0.019
"BIRC5"	-0.51	0.05
"BIRC6"	-0.155	0.025
"BMPR1A"	-0.383	0.016
"BRIX1"	-0.249	0.021
"BST2"	-0.195	0.022
"BTNL9"	-0.435	0.014
"BUB1B"	-0.823	0.008
"C10orf113"	-0.255	0.019
"C10orf4"	-0.222	0.016
"C10orf72"	-0.349	0.05
"C11orf64"	-0.348	0.023
"C12orf64"	-0.335	0.048
"C14orf148"	-0.198	0.03
"C16orf71"	-0.238	0.005
"C16orf72"	-0.389	0.018
"C16orf87"	-0.338	0.022
"C19orf10"	-0.314	0.003
"C19orf23"	-0.212	0.048
"C19orf43"	-0.0714	0.016
"C1GALT1C1"	-0.553	0.041
"C1orf126"	-0.158	0.05
"C1QC"	-0.43	0.019
"C22orf27"	-0.682	0.003
"C22orf32"	-0.207	0.028
"C2CD2L"	-0.0439	0.008
"C2orf34"	-0.177	0.035
"C4orf33"	-0.363	0.031
"C6orf174"	-0.334	0.039
"C8orf46"	-0.171	0.018
"C9"	-0.172	0.042
"CACNA2D3"	-0.42	0.022
"CAD"	-0.689	0.022
"CALHM3"	-0.394	0.047
