"Gene name"	"score"	"pval"
"ABCE1"	-0.672	0.008
"ABHD12"	-0.43	0.047
"ACBD5"	-0.704	0.008
"ACOT8"	-0.467	0.046
"ACTG1"	-0.288	0.01
"ACTL6A"	-0.46	0.025
"ACTR5"	-0.594	0.037
"ADAM21"	-0.426	0.021
"ADAM33"	-0.35	0.048
"ADCK5"	-0.333	0.023
"ADCYAP1"	-0.861	0.038
"ADI1"	-0.76	0.037
"AFG3L2"	-0.675	0.004
"AGL"	-0.475	0.008
"AHCYL1"	-0.445	0.037
"AIDA"	-0.387	0.04
"AIRE"	-0.451	0.048
"AKAP4"	-0.41	0.029
"ALG10B"	-0.782	0.003
"ANAPC4"	-0.977	0
"ANG"	-0.623	0.035
"ANKRD20A2"	-0.356	0.003
"ANKRD60"	-0.369	0.048
"AP1M2"	-0.339	0.021
"APBB1"	-0.37	0.008
"APOBEC3B"	-0.669	0.001
"APOBEC3F"	-0.471	0.038
"APPL1"	-0.56	0.003
"AQR"	-0.717	0
"ARCN1"	-0.888	0
"ARFRP1"	-0.169	0.014
"ARG1"	-0.669	0.027
"ARHGAP20"	-0.281	0.03
"ARL2BP"	-0.36	0.035
"ARL5B"	-0.684	0.04
"ARL9"	-0.62	0.026
"ARPC1A"	-0.452	0.042
"ASTL"	-0.485	0.038
"ATP5G3"	-0.377	0.008
"ATP6V0D1"	-0.573	0.004
"ATP9A"	-0.509	0.021
"ATXN10"	-0.597	0.031
"ATXN3"	-0.419	0.037
"AURKB"	-0.652	0.008
"B3GALNT2"	-0.539	0.003
"B3GALT2"	-0.6	0.023
"BAG5"	-0.836	0.046
"BAI2"	-0.702	0.047
"BAT1"	-0.407	0.04
"BAT2L2"	-0.208	0.042
"BDKRB2"	-0.423	0.007
"BECN1"	-0.499	0.035
"BMPR1A"	-0.569	0.003
"BUD13"	-0.046	0.012
"BUD31"	-0.266	0.003
"C12orf66"	-0.651	0.011
"C14orf148"	-0.577	0.007
"C14orf166"	-0.421	0.014
"C16orf55"	-0.351	0.007
"C17orf104"	-0.398	0.027
"C1GALT1C1"	-0.592	0.036
"C1orf161"	-0.379	0.006
"C1orf162"	-0.592	0.037
"C1orf74"	-0.249	0.016
"C1QB"	-0.382	0.04
"C1QC"	-0.295	0.039
"C21orf66"	-0.944	0.024
"C22orf27"	-0.56	0.042
"C2orf48"	-0.359	0.031
"C3orf24"	-0.76	0.042
"C5orf22"	-0.656	0.041
"C5orf37"	-0.784	0.012
"C5orf44"	-0.376	0.041
"C6orf167"	-0.714	0.003
"C7orf31"	-0.5	0.042
"CA7"	-0.25	0.036
"CACNA2D2"	-0.153	0.041
"CACNA2D3"	-0.633	0.008
"CALM1"	-0.298	0.049
"CALM2"	-0.56	0.023
"CARS2"	-0.617	0.01
"CCDC112"	-0.833	0.04
"CCDC51"	-0.763	0.013
"CCDC93"	-0.714	0.02
"CCDC96"	-0.776	0.035
"CCL20"	-0.566	0.031
"CCNB2"	-0.726	0.034
"CCNB3"	-1.04	0.037
"CCR10"	-0.0409	0.005
"CCRL2"	-0.286	0.026
"CCRN4L"	-0.419	0.028
"CD164L2"	-0.129	0.017
"CD207"	-0.505	0.025
"CD33"	-0.39	0.046
"CDC23"	-0.575	0.032
"CDC27"	-0.511	0.046
"CDC37"	-0.459	0.001
"CDC40"	-0.677	0.001
"CDC5L"	-0.704	0.003
"CDH19"	-0.605	0.007
"CDK1"	-0.524	0.008
"CDK11B"	-0.752	0
"CDK12"	-0.419	0.036
"CDK2"	-0.175	0.007
"CDK2"	-0.175	0.01
"CDK2"	-0.455	0.007
"CDK2"	-0.455	0.01
"CDK5RAP2"	-0.314	0.016
