"Gene name"	"score"	"pval"
"AAMP"	-0.376	0.044
"ABAT"	-0.231	0.009
"ABCE1"	-0.594	0.012
"ACAT1"	-0.979	0.008
"ACOT12"	-0.476	0.05
"ACTR2"	-0.377	0.019
"ADAM21"	-0.406	0.002
"ADCK4"	-0.298	0.033
"ADCY4"	-0.234	0.038
"AEBP1"	-0.487	0.047
"AGL"	-0.427	0.042
"AHR"	-0.247	0.038
"AIRE"	-0.559	0.036
"ALG13"	-0.292	0.038
"ALOX5AP"	-0.394	0.009
"ANAPC4"	-1.1	0.02
"ANO3"	-0.522	0.029
"AOX1"	-0.124	0.026
"AP3D1"	-0.643	0.031
"APLP2"	-1.06	0.048
"APPBP2"	-0.646	0.041
"AQR"	-1.58	0
"ARCN1"	-1.49	0
"ARFRP1"	-0.217	0.033
"ARHGAP10"	-0.291	0.021
"ARHGAP29"	-0.867	0.005
"ARL4D"	-0.293	0.038
"ARL5B"	-0.253	0.042
"ARMC1"	-0.557	0.035
"AS3MT"	-0.862	0.025
"ATF4"	-0.744	0.041
"ATF6"	-0.381	0.041
"ATOH8"	-0.317	0.002
"ATP1A1"	-0.425	0.05
"ATXN3"	-0.812	0.015
"ATXN7L1"	-0.143	0.03
"AURKB"	-0.569	0.009
"B3GALNT2"	-0.383	0.028
"BAI2"	-0.307	0.04
"BAT1"	-0.587	0.04
"BEGAIN"	-0.324	0.036
"BIRC6"	-0.374	0.015
"BLK"	-0.197	0.005
"BMPR1A"	-0.874	0.027
"BSG"	-0.433	0.049
"BST2"	-1.01	0.008
"BTN1A1"	-0.503	0.032
"BUB1B"	-0.599	0.019
"C10orf4"	-0.39	0.012
"C12orf66"	-0.754	0.042
"C14orf1"	-0.293	0.044
"C16orf75"	-0.33	0.016
"C19orf2"	-0.42	0.031
"C1orf162"	-0.503	0.046
"C21orf29"	-0.0217	0.007
"C21orf45"	-0.252	0.036
"C22orf27"	-0.747	0.019
"C2orf81"	-0.767	0.027
"C5orf22"	-0.382	0.012
"C6orf114"	-0.301	0.036
"CA5B"	-0.153	0.025
"CA7"	-0.443	0.01
"CABP1"	-0.242	0.03
"CACYBP"	-0.493	0.042
"CALHM1"	-0.841	0.007
"CAMP"	-0.486	0.04
"CARS2"	-0.446	0.006
"CCDC51"	-0.304	0.041
"CCDC82"	-0.323	0.043
"CCDC83"	-0.199	0.002
"CCDC93"	-0.967	0.026
"CCL25"	-0.333	0.003
"CCNB3"	-0.804	0
"CCR8"	-0.732	0.02
"CCRN4L"	-0.348	0.021
"CCT3"	-1.12	0.049
"CCT6A"	-0.855	0.039
"CCT7"	-0.898	0.016
"CD2"	-0.43	0.039
"CD27"	-0.232	0.042
"CD55"	-0.498	0.041
"CDC14A"	-0.691	0.029
"CDC27"	-0.749	0.016
"CDC40"	-1.44	0
"CDC42SE2"	-0.0694	0.021
"CDC45L"	-0.479	0.024
"CDC5L"	-0.633	0.001
"CDC7"	-0.485	0.011
"CDCA7L"	-0.692	0.05
"CDK1"	-1.16	0.049
"CDK11B"	-1.13	0.002
"CDK17"	-0.55	0.038
"CDK6"	-0.608	0.041
"CDKL3"	-0.296	0.042
"CDSN"	-0.683	0.03
"CEND1"	-0.209	0.015
"CENPO"	-0.538	0.009
"CHD4"	-0.916	0.005
"CHRM1"	-0.77	0.031
"CHST7"	-0.536	0.029
"CHST9"	-0.397	0.012
"CIT"	-0.35	0.04
"CLP1"	-0.114	0.046
"CLTC"	-0.775	0.002
"CMTM4"	-0.344	0.043
"CNGA1"	-0.283	0.007
"CNN2"	-0.386	0.049
"CNOT3"	-0.479	0.027
"CNOT8"	-0.453	0.027
"CNTN1"	-0.313	0.045
"COL11A2"	-0.49	0.032
"COL25A1"	-0.484	0.017
"COPA"	-1.37	0.016
"COPB1"	-1.74	0
"COPS2"	-1	0.023
"COPS3"	-0.31	0.025
"COPS4"	-0.407	0.02
"COPS5"	-0.156	0.024
"COPS8"	-0.442	0.011
"COPZ1"	-1.96	0.001
"CORO2A"	-0.62	0.026
"COX7A2P2"	-0.419	0.044
"CPPED1"	-0.261	0.029
"CPSF1"	-0.742	0.035
"CPT1C"	-0.067	0.038
"CRYL1"	-0.699	0.033
"CSNK1E"	-0.282	0.036
"CSNK1E"	-0.156	0.036
"CSPG4"	-0.1	0.028
"CTAG2"	-0.409	0.046
"CUL7"	-1.04	0.001
"CWC27"	-0.142	0.028
"CXCL9"	-0.317	0.05
"CYorf15A"	-0.499	0.046
"DBP"	-0.612	0.047
"DDX23"	-1.01	0.029
"DDX41"	-0.34	0.047
"DDX49"	-1.08	0.034
"DEFB119"	-0.509	0.032
"DMRTA2"	-0.361	0.024
"DNAJB6"	-0.723	0.032
"DNM2"	-0.632	0.009
"DPP7"	-0.13	0.042
"DSG1"	-0.233	0.036
"DTYMK"	-0.618	0.005
"DUOXA2"	-0.416	0.014
"DUSP7"	-0.54	0.05
"DYNC1H1"	-0.642	0.025
"DYNC1I2"	-0.591	0.042
"DYX1C1"	-0.217	0.029
"ECM1"	-0.329	0.043
"EDN1"	-0.0488	0.027
"EEF2"	-1.15	0.034
"EFTUD2"	-0.997	0.003
"EGR2"	-0.202	0.049
"EIF1AX"	-0.902	0.031
"EIF2B2"	-0.258	0.044
"EIF2B4"	-0.74	0.035
"EIF3B"	-1.6	0.032
"EIF3C"	-1.5	0.016
"EIF3D"	-0.915	0.022
"EIF3H"	-0.343	0.029
"EIF3I"	-1.14	0.002
"EIF4A3"	-1.4	0.011
"EIF4E3"	-0.844	0.015
"EIF5B"	-1.06	0.021
"ELAC2"	-0.184	0.022
"EMID2"	-0.041	0.028
"ENSA"	-0.353	0.001
"EPB41L1"	-0.445	0.007
"EPHA2"	-0.184	0.025
"EPHA6"	-0.601	0.041
"EPHA6"	-0.428	0.041
"EPS8"	-0.35	0.008
"ERAP1"	-0.458	0.05
"ERBB2"	-0.642	0.035
"ERBB3"	-0.58	0.019
"ERGIC2"	-0.122	0.041
"ERH"	-0.714	0.021
"ESPN"	-0.561	0.013
"ETV3"	-0.247	0.046
"EVX1"	-1.47	0.007
"EXOSC10"	-1.42	0.007
"EXOSC2"	-0.644	0.038
"EXOSC6"	-0.0763	0.046
"F2"	-0.127	0.028
"FAM126A"	-0.834	0.029
"FAM164C"	-0.501	0.031
"FAM38B"	-0.725	0.029
"FASTKD2"	-0.422	0.039
"FAU"	-0.263	0.035
"FBXL12"	-0.203	0.012
"FBXL3"	-0.221	0.039
"FCRL2"	-1.06	0.04
"FCRL3"	-0.78	0.044
"FER"	-0.218	0.034
"FETUB"	-0.247	0.047
"FGF13"	-0.358	0.021
"FGFR1"	-0.495	0.027
"FIG4"	-0.508	0.041
"FLT3LG"	-0.474	0.047
"FNTAL1"	-0.783	0.022
"FNTB"	-0.718	0.037
"FOXL1"	-0.503	0.048
"FTSJ3"	-0.695	0.023
"FUBP1"	-0.13	0.032
"FUT2"	-0.38	0.05
"FUT9"	-0.769	0.036
"GABPA"	-0.305	0.028
"GABRA1"	-0.195	0.016
"GBF1"	-0.608	0.05
"GCKR"	-0.656	0.043
"GDPD1"	-0.695	0.05
"GEMIN5"	-0.48	0.037
"GGA2"	-0.326	0.05
"GGA3"	-0.441	0.011
"GIMAP1"	-0.297	0.045
"GLYCTK"	-0.375	0.015
"GPC6"	-1.13	0.045
"GPD1"	-0.312	0.018
"GPD2"	-0.28	0.021
"GPR112"	-0.733	0.04
"GPR113"	-0.222	0.044
"GPR158"	-0.0811	0.028
"GPR37"	-0.322	0.046
"GPR56"	-0.199	0.007
"GPR85"	-0.433	0.049
"GPX8"	-0.407	0.039
"GRIK3"	-0.313	0.007
"GRIN2C"	-0.972	0.032
"GRIN2D"	-0.854	0.035
"GRK1"	-0.031	0.044
"GRPEL2"	-0.649	0.042
"GTF2F2"	-0.46	0.025
"GTF2IRD2B"	-0.177	0.036
"GTF3C4"	-0.552	0.012
"GTF3C5"	-0.188	0.011
"HCFC2"	-0.0854	0.01
"HDAC3"	-0.529	0.046
"HEATR6"	-0.304	0.039
"HEPACAM2"	-0.755	0.04
"HERC2P2"	-0.68	0.02
"HES2"	-0.0153	0.025
"HKDC1"	-1.01	0.023
"HLA-DRB5"	-0.669	0.016
"HNRNPC"	-1.23	0.001
"HNRNPU"	-1.07	0
"HOXA5"	-0.668	0.043
"HP"	-0.595	0.015
"HPRT1"	-0.395	0.049
"HSPA5"	-1.03	0.037
"HSPA9"	-0.768	0.003
"HTR2B"	-0.658	0.021
"HTR2C"	-0.362	0.042
"ICK"	-0.59	0.004
"IDH2"	-0.175	0.036
"IFT57"	-0.695	0.049
"IFT74"	-0.33	0.049
"IL9"	-0.222	0.023
"INTS10"	-0.111	0.008
"INTS3"	-0.572	0.033
"INTS4L1"	-0.611	0.032
"INTS9"	-0.309	0.01
"JMJD6"	-0.923	0.036
"JUB"	-0.645	0.032
"KARS"	-1.25	0.001
"KCNJ1"	-0.278	0.05
"KCNJ15"	-0.55	0.03
"KCTD1"	-0.231	0.013
"KCTD12"	-0.508	0.04
"KDM2B"	-0.104	0.008
"KDM5B"	-0.313	0.007
"KHDRBS2"	-0.9	0.007
"KIAA0101"	-0.529	0.016
"KIAA1217"	-0.411	0.047
"KIF1C"	-0.325	0.049
"KIF3A"	-0.358	0.043
"KLHL14"	-1.04	0.032
"KPNB1"	-1.43	0.002
"KRT77"	-0.123	0.016
"KRT9"	-0.0902	0.004
"LARP1"	-0.415	0.032
"LCN10"	-0.98	0.012
"LDHC"	-0.191	0.046
"LGR5"	-0.711	0.012
"LIAS"	-0.609	0.044
"LIMK2"	-0.404	0.049
"LMBR1"	-0.32	0.038
"LMCD1"	-0.0699	0.038
"LPAL2"	-0.391	0.05
"LPXN"	-0.557	0.038
"LRP12"	-0.169	0.031
"LRRC50"	-0.354	0.013
"LRRFIP1"	-0.312	0.048
"LSM3"	-1.04	0.035
"LSM6"	-0.205	0.012
"LTK"	-0.235	0.021
"LUC7L3"	-0.249	0.027
"LY96"	-0.746	0.031
"MAGED4B"	-0.391	0.047
"MAK16"	-0.404	0.019
"MAML1"	-0.554	0.018
"MAP2K1"	-0.328	0.049
"MAP3K2"	-0.184	0.039
"MAP3K5"	-0.449	0.031
"MAPRE1"	-0.0612	0.035
"MAS1"	-0.234	0.016
"MAST3"	-0.528	0.04
"MCEE"	-0.204	0.014
"MCM2"	-0.852	0.024
"MDK"	-0.873	0.034
"MECR"	-0.246	0.041
"MEP1A"	-0.069	0.027
"MFAP1"	-0.622	0.016
"MFAP2"	-0.935	0.04
"MGEA5"	-0.592	0.049
"MGST2"	-0.492	0.039
"MICAL1"	-0.107	0.014
"MINA"	-0.194	0.036
"MKI67IP"	-0.458	0.028
"MKL2"	-0.395	0.047
"MMEL1"	-0.408	0.041
"MN1"	-0.53	0.012
"MRPS31"	-0.389	0.05
"MS4A6E"	-0.487	0.033
"MTMR11"	-0.576	0.039
"MTMR8"	-0.599	0.044
"MTOR"	-0.569	0.008
"MTUS1"	-0.438	0.034
"MUDENG"	-0.358	0.026
"MYH9"	-0.328	0.043
"MYO18A"	-0.357	0.012
"MYO3B"	-1.12	0.047
"MYRIP"	-0.652	0.022
"NAA38"	-0.194	0.008
"NAAA"	-0.338	0.032
"NAB1"	-0.477	0.031
"NACA"	-1.02	0.021
"NAPA"	-1.67	0.009
"NAT10"	-0.722	0.021
"NAT8L"	-0.382	0.026
"NCOA2"	-0.831	0.028
"NCR1"	-0.4	0.021
"NDUFS1"	-0.463	0.035
"NEURL4"	-0.124	0.007
"NFATC4"	-0.0413	0.026
"NHP2L1"	-1.02	0.03
"NKX6-1"	-0.572	0.038
"NONO"	-0.285	0.033
"NR1D1"	-1.14	0.023
"NRSN2"	-0.491	0.023
"NT5C2"	-0.284	0.012
"NUDT14"	-0.0851	0.046
"NUDT3"	-0.257	0.034
"NUDT4"	-0.296	0.043
"NUF2"	-0.885	0.012
"NUP205"	-1.14	0
"NUP85"	-0.5	0.004
"NUP88"	-0.389	0.046
"NUP93"	-1.21	0
"NXF1"	-1.14	0.021
"OFD1"	-0.338	0.039
"OLIG3"	-0.324	0.04
"OPN4"	-0.548	0.044
"OR13A1"	-0.48	0.044
"OR2T10"	-1.09	0.016
"OR4D1"	-0.00551	0.042
"OR51E1"	-0.507	0.044
"OR5AU1"	-0.382	0.05
"OTUB2"	-0.206	0.04
"OTUD7A"	-0.185	0.007
"OVOL2"	-0.639	0.03
"OXA1L"	-0.428	0.047
"PABPN1"	-1.25	0.007
"PAGE3"	-0.505	0.03
"PAPOLA"	-0.63	0.026
"PARG"	-0.289	0.028
"PARN"	-0.343	0.007
"PARP16"	-0.403	0.044
"PCBP2"	-0.971	0.006
"PDCL"	-0.105	0.016
"PDE8A"	-0.189	0.038
"PDPK1"	-0.474	0.042
"PEX7"	-0.0769	0.017
"PFKFB4"	-0.65	0.023
"PFN1"	-0.954	0.012
"PGAM2"	-0.639	0.05
"PGLYRP4"	-1	0.021
"PHB2"	-0.569	0.001
"PHC1"	-0.464	0.03
"PHF21A"	-0.286	0.03
"PHF5A"	-0.792	0.039
"PI4KB"	-0.213	0.05
"PIK3CB"	-0.748	0.006
"PITPNM2"	-0.371	0.012
"PKN1"	-0.595	0.042
"PKP1"	-0.109	0.019
"PLA1A"	-0.17	0.03
"PLEKHH1"	-0.711	0.026
"PLK1"	-1.13	0.015
"PLRG1"	-0.613	0.015
"PNO1"	-0.333	0.046
"POLR2A"	-0.872	0.015
"POLR2D"	-0.902	0.01
"POLR2H"	-0.642	0.014
"POLR2I"	-1.21	0.002
"POP7"	-1.03	0.015
"PPIH"	-0.487	0.024
"PPP1R15A"	-0.689	0.012
"PPP1R15B"	-0.236	0.042
"PRDM12"	-0.634	0.03
"PRDM2"	-0.906	0.023
"PRIM2"	-0.147	0.044
"PRKRA"	-0.283	0.05
"PRODH2"	-0.548	0.005
"PRPF18"	-0.932	0.009
"PRPF19"	-0.92	0.004
"PRPF3"	-1.49	0.027
"PRPF31"	-0.869	0.003
"PRPF38A"	-1.3	0.001
"PRPF8"	-0.979	0.035
"PRSS48"	-0.474	0.037
"PSMA1"	-1.37	0.004
"PSMA3"	-1.42	0.002
"PSMA6"	-0.715	0.035
"PSMB2"	-1.33	0.005
"PSMB8"	-0.235	0.019
"PSMC2"	-1.12	0.01
"PSMD1"	-1.68	0.005
"PSMD14"	-0.942	0.045
"PSTPIP2"	-0.157	0.022
"PTCH2"	-0.43	0.028
"PTGDS"	-0.0881	0.05
"PTPN22"	-0.887	0.025
"PUF60"	-0.733	0.005
"PVRL1"	-0.506	0.047
"RAB27B"	-0.213	0.016
"RAB39B"	-0.372	0.031
"RAD51"	-0.756	0.023
"RAD9B"	-0.548	0.006
"RALGPS2"	-0.234	0.043
"RAN"	-2.06	0.007
"RANBP2"	-0.853	0.002
"RAPGEF4"	-0.263	0.024
"RARRES2"	-0.239	0.024
"RASL11B"	-0.644	0.042
"RBM10"	-0.82	0.031
"RCHY1"	-1.31	0.001
"RDBP"	-0.359	0.039
"REST"	-0.441	0.042
"RFC4"	-1.14	0.016
"RGL4"	-0.454	0.005
"RGS17"	-0.185	0.032
"RGS18"	-0.661	0.02
"RILPL2"	-0.901	0.032
"RIOK2"	-0.401	0.042
"RIPK2"	-0.224	0.035
"RNASE8"	-0.539	0.049
"RNF167"	-0.114	0.021
"RNF175"	-0.142	0.011
"ROD1"	-1.02	0.018
"Rorc"	-0.526	0.03
"RP9"	-0.266	0.05
"RPA2"	-0.655	0.012
"RPAP1"	-0.45	0.046
"RPL10"	-0.583	0.047
"RPL10A"	-0.9	0.002
"RPL11"	-1.24	0
"RPL12"	-1.24	0.005
"RPL13"	-1.09	0.007
"RPL13A"	-0.431	0.01
"RPL14"	-0.714	0.005
"RPL15"	-0.525	0.041
"RPL17"	-0.705	0.007
"RPL18"	-0.834	0.002
"RPL18A"	-0.685	0.009
"RPL19"	-1.09	0.005
"RPL21"	-0.603	0.026
"RPL23"	-1.06	0.005
"RPL23A"	-1.06	0.006
"RPL24"	-0.977	0.001
"RPL26"	-0.803	0.023
"RPL27"	-0.881	0.005
"RPL28"	-0.115	0.041
"RPL3"	-0.942	0.005
"RPL30"	-0.65	0.007
"RPL31"	-1.25	0.007
"RPL32"	-1.58	0
"RPL34"	-0.86	0.005
"RPL35"	-0.943	0.005
"RPL35A"	-0.905	0.002
"RPL36"	-1.46	0.002
"RPL37"	-0.906	0.005
"RPL37A"	-1.25	0.003
"RPL38"	-0.822	0.028
"RPL39"	-0.824	0.019
"RPL4"	-1.03	0.002
"RPL5"	-0.969	0.003
"RPL6"	-0.95	0.001
"RPL7"	-1.46	0.003
"RPL7A"	-1.11	0.003
"RPL9"	-1.31	0.001
"RPLP0"	-1.1	0.012
"RPP38"	-0.417	0.04
"RPRD1A"	-0.577	0.024
"RPS10"	-0.128	0.048
"RPS11"	-1.1	0.007
"RPS12"	-0.797	0.011
"RPS13"	-1.62	0.001
"RPS14"	-1.5	0
"RPS15A"	-1.45	0
"RPS17"	-1.14	0.005
"RPS18"	-0.979	0.007
"RPS19"	-1.26	0.001
"RPS2"	-0.739	0.041
"RPS20"	-0.822	0.005
"RPS21"	-0.433	0.038
"RPS24"	-0.6	0.009
"RPS25"	-0.367	0.015
"RPS26"	-1.6	0
"RPS27"	-0.651	0.01
"RPS27A"	-1.1	0
"RPS28"	-0.625	0.023
"RPS29"	-1.05	0.005
"RPS3"	-1	0.024
"RPS3A"	-1.09	0.005
"RPS5"	-1.02	0.024
"RPS6"	-1.05	0.005
"RPS7"	-1.43	0.003
"RPS8"	-0.973	0.007
"RPS9"	-1.06	0.007
"RPSA"	-1.22	0
"RPSAP58"	-0.955	0.024
"RPTOR"	-1.05	0.04
"RRM1"	-1.38	0.009
"RRP12"	-0.387	0.037
"RSL24D1"	-0.453	0.05
"RSPH1"	-0.0635	0.046
"RUFY1"	-0.976	0.031
"RUVBL2"	-0.367	0.02
"S100P"	-0.304	0.037
"SCLY"	-0.523	0.013
"SCRG1"	-0.797	0.008
"SDAD1"	-0.755	0.028
"SDHA"	-0.5	0.047
"SDHAF2"	-0.0384	0.033
"SEMA3G"	-0.166	0.036
"SEMG2"	-0.482	0.012
"SERPINA5"	-0.437	0.05
"SERPINF1"	-0.397	0.025
"SF3A1"	-1.43	0.005
"SF3B1"	-1.11	0.001
"SF3B2"	-1.29	0.007
"SF3B5"	-1.1	0.009
"SFPQ"	-1.05	0.029
"SFRS11"	-0.481	0.045
"SFTPB"	-0.674	0.011
"SH2D2A"	-0.741	0.041
"SH3GL3"	-0.494	0.033
"SH3RF1"	-0.256	0.019
"SHFM1"	-0.846	0.005
"SHMT1"	-0.556	0.043
"SHROOM4"	-0.522	0.01
"SIRPD"	-0.585	0.048
"SIX6"	-0.312	0.047
"SKIV2L"	-0.424	0.049
"SLAMF7"	-0.315	0.036
"SLC12A2"	-0.377	0.01
"SLC22A20"	-0.632	0.034
"SLC35A2"	-0.139	0.042
"SLC7A2"	-0.366	0.004
"SMARCC1"	-0.213	0.028
"SMARCE1"	-0.562	0.015
"SMC4"	-0.369	0.049
"SMPDL3A"	-0.463	0.016
"SMU1"	-0.733	0.024
"SNAI3"	-0.821	0.035
"SNAPC1"	-0.803	0.042
"SNAPC3"	-0.332	0.046
"SNRNP200"	-1.17	0
"SNRNP27"	-0.337	0.043
"SNRNP70"	-0.429	0.049
"SNRPD1"	-0.9	0.004
"SNRPD2"	-1.4	0.003
"SNRPE"	-0.982	0.036
"SNRPF"	-0.446	0.017
"SNRPG"	-1.04	0.005
"SNRPN"	-0.749	0.022
"SP1"	-0.2	0.04
"SPAG7"	-0.648	0.03
"SPINT2"	-0.716	0.022
"SPOCK1"	-0.0934	0.025
"SPON1"	-0.589	0.045
"SPRYD5"	-0.204	0.011
"SQLE"	-0.219	0.023
"SRP19"	-0.435	0.007
"SRP54"	-0.455	0.004
"SRPK2"	-0.166	0.011
"SRPK3"	-0.532	0.002
"SRRT"	-1.26	0.007
"SS18"	-0.429	0.026
"ST6GAL2"	-0.104	0.032
"ST6GALNAC3"	-0.516	0.023
"ST8SIA2"	-0.726	0.015
"STARD10"	-0.744	0.013
"STK3"	-0.559	0.03
"STX4"	-0.761	0.017
"SUPT5H"	-1.18	0.004
"SUPT6H"	-0.71	0.018
"SYT4"	-0.215	0.006
"SYTL1"	-0.149	0.023
"SYTL5"	-0.266	0.046
"TAF2"	-0.639	0.012
"TAF4B"	-0.472	0.012
"TARS"	-0.273	0.001
"TAS2R10"	-0.628	0.023
"TAS2R45"	-0.34	0.032
"TBCE"	-0.429	0.05
"TBK1"	-0.848	0.044
"TBX10"	-0.32	0.046
"TCEAL1"	-0.0764	0.008
"TCF7L2"	-0.279	0.016
"TCP11L2"	-0.33	0.038
"TCTN3"	-0.328	0.043
"TDO2"	-0.412	0.035
"TEKT2"	-0.793	0.04
"TEX19"	-0.147	0.047
"TFCP2"	-0.0936	0.041
"TFPI2"	-0.281	0.037
"THOC4"	-1.15	0.002
"THOC7"	-0.528	0.049
"TIE1"	-0.705	0.014
"TIGD2"	-0.568	0.008
"TLR9"	-0.834	0.016
"TM7SF2"	-0.936	0.037
"TMEM65"	-0.207	0.019
"TMPRSS9"	-0.723	0.036
"TMSB15B"	-0.57	0.042
"TNKS"	-0.585	0.049
"TNKS2"	-0.245	0.05
"TNS1"	-0.161	0.046
"TOMM5"	-0.285	0.045
"TOPBP1"	-0.769	0.012
"TRDMT1"	-0.136	0.049
"TRIM29"	-0.339	0.011
"TRIM69"	-0.319	0.038
"TRIP13"	-0.899	0.047
"TRMT6"	-0.408	0.049
"TRPM5"	-0.168	0.043
"TSG101"	-0.829	0.035
"TSKS"	-0.291	0.046
"TSPAN3"	-0.212	0.025
"TSTA3"	-0.54	0.021
"TTC12"	-0.395	0.036
"TTR"	-0.094	0.034
"TUBA1B"	-1.8	0
"TUBA1C"	-1.43	0.002
"U2AF1"	-1.19	0.005
"U2AF2"	-1.15	0.006
"UBA1"	-0.532	0.001
"UBB"	-0.797	0.023
"UGT2B17"	-0.372	0.006
"UHRF1BP1"	-0.361	0.038
"UMODL1"	-0.68	0.036
"UMODL1"	-0.577	0.036
"USH1C"	-0.00142	0.026
"USP28"	-0.0821	0.035
"USP39"	-1.17	0.002
"VCP"	-1.96	0
"VDAC1"	-0.318	0.042
"VEGFA"	-0.119	0.032
"VPS54"	-0.389	0.021
"VTI1B"	-0.626	0.045
"WBP11"	-0.829	0
"WDR12"	-0.702	0.012
"WDR49"	-0.649	0.049
"WDR60"	-0.484	0.035
"WDR83"	-0.248	0.027
"WDR86"	-0.561	0.038
"XBP1"	-0.549	0.03
"YEATS2"	-0.417	0.044
"YME1L1"	-0.394	0.046
"YY2"	-0.144	0.038
"ZBTB8OS"	-0.675	0.032
"ZC3H15"	-0.776	0.05
"ZIC3"	-0.639	0.032
"ZKSCAN3"	-0.0197	0.038
"ZNF124"	-0.685	0.003
"ZNF141"	-0.15	0.007
"ZNF157"	-0.435	0.039
"ZNF160"	-0.567	0.018
"ZNF165"	-0.199	0.002
"ZNF174"	-0.264	0.007
"ZNF207"	-0.835	0.007
"ZNF221"	-0.276	0.027
"ZNF326"	-0.505	0.028
"ZNF442"	-0.185	0.015
"ZNF45"	-0.721	0.018
"ZNF471"	-0.216	0.023
"ZNF559"	-0.306	0.028
"ZNF628"	-0.233	0.038
"ZNF700"	-0.189	0.04
"ZNF701"	-0.303	0.028
"ZNF75D"	-0.154	0.04
"ZNRF2"	-0.697	0.029
"ZSCAN20"	-0.479	0.024
