"Gene name"	"score"	"pval"
"A1CF"	-0.806	0.008
"ABCC13"	-1.17	0.023
"ABCE1"	-0.796	0.017
"ABL2"	-0.834	0.011
"ACADVL"	-0.646	0.025
"ACBD5"	-0.89	0.042
"ACP1"	-0.942	0.017
"ACTG1"	-0.96	0.025
"ACTR1A"	-1.22	0
"ACTR2"	-0.386	0.021
"ADAMDEC1"	-0.829	0.018
"ADC"	-0.465	0.01
"ADCYAP1R1"	-1.01	0.041
"ADI1"	-1.02	0.023
"ADNP"	-0.734	0.023
"ADRBK2"	-0.605	0.007
"AFG3L2"	-0.913	0.038
"AGGF1"	-1.11	0.021
"AKAP4"	-0.648	0.045
"ALPL"	-0.818	0.031
"ANAPC4"	-1.21	0
"ANKRD20A2"	-0.749	0.035
"ANXA5"	-0.591	0.032
"AP3M2"	-0.664	0.048
"APOA1"	-0.479	0.049
"APOBEC3B"	-1.7	0.002
"APOL1"	-0.716	0.033
"APPL1"	-1.03	0.007
"AQP5"	-0.48	0.01
"AQR"	-1.23	0.004
"ARCN1"	-1.41	0.002
"ARFRP1"	-0.576	0.012
"ARG1"	-1.02	0.046
"ARL17A"	-0.645	0.022
"ARL5B"	-1.73	0.043
"ARSG"	-0.78	0.014
"ATL1"	-1.1	0.049
"ATP11B"	-1.17	0.014
"ATP1A1"	-0.807	0.032
"ATP2C2"	-0.619	0.035
"ATP5A1"	-0.887	0.008
"ATP5H"	-0.966	0.034
"ATP6V1B2"	-0.536	0.007
"ATXN10"	-0.699	0.003
"AURKB"	-1.15	0.008
"B3GNT5"	-0.893	0.042
"BAI2"	-0.694	0.029
"BAT5"	-0.852	0.048
"BBX"	-0.306	0.019
"BDKRB1"	-1.59	0.017
"BMP2K"	-0.554	0.047
"BMPR1A"	-1.42	0.001
"BOP1"	-0.866	0.028
"BRIX1"	-0.91	0.019
"BRSK2"	-0.504	0.037
"BTN3A2"	-0.453	0.007
"BTRC"	-0.619	0.023
"BUD31"	-0.751	0.008
"C10orf118"	-0.752	0.005
"C10orf76"	-1.16	0.021
"C11orf64"	-1.27	0.001
"C14orf166"	-0.663	0.018
"C16orf62"	-1.02	0.012
"C16orf63"	-0.995	0.018
"C16orf72"	-1.04	0.021
"C16orf87"	-1.36	0.031
"C17orf48"	-0.872	0.003
"C19orf21"	-0.119	0.049
"C1orf77"	-0.767	0.036
"C20orf94"	-0.505	0.035
"C21orf33"	-1.04	0.049
"C21orf59"	-0.875	0.036
"C22orf27"	-1.47	0.005
"C2orf81"	-1.05	0.017
"C3orf32"	-0.642	0.039
"C6orf35"	-0.48	0.013
"C9orf125"	-0.602	0.039
"C9orf135"	-0.548	0.043
"C9orf93"	-1.27	0.004
"CA7"	-0.963	0.02
"CACNA2D2"	-0.661	0.017
"CALY"	-0.992	0.037
"CAP1"	-0.901	0.003
"CAPN11"	-0.696	0.043
"CAPN2"	-1.59	0.003
"CAPNS1"	-0.987	0.023
"CBR4"	-1.27	0.026
"CCDC108"	-1.54	0.027
"CCDC116"	-0.402	0.019
"CCDC148"	-1.17	0.048
"CCDC53"	-0.31	0.036
"CCDC83"	-0.573	0.038
"CCDC99"	-0.873	0.017
"CCNB3"	-1.48	0.037
"CCR8"	-1.19	0.046
"CCRL2"	-0.486	0.025
"CCT3"	-1.31	0.005
"CCT6A"	-0.795	0.002
"CCT7"	-0.75	0.002
"CCT8"	-1.51	0.007
"CD1A"	-0.811	0.05
"CD2"	-0.802	0.026
"CD200"	-0.967	0.041
"CD59"	-0.275	0.023
"CD79B"	-0.653	0.014
"CDC23"	-1.1	0.016
"CDC37"	-1.23	0.024
"CDC40"	-0.57	0.012
"CDC42EP2"	-0.332	0.012
"CDC42EP5"	-0.129	0.016
"CDC45L"	-0.326	0.032
"CDC5L"	-0.859	0.012
"CDCA5"	-1.14	0.038
"CDK11B"	-1.36	0.011
"CDK12"	-1.01	0.023
"CDK17"	-1.54	0.024
"CDK2"	-0.42	0.041
"CDK2"	-0.279	0.041
"CDNF"	-1.24	0.046
"CDRT4"	-0.565	0.024
"CEACAM21"	-0.864	0.006
"CENPO"	-0.721	0.043
