"Gene name"	"score"	"pval"
"AADAT"	-0.293	0.034
"ACAT1"	-0.445	0.014
"ACBD5"	-0.571	0.024
"ACSL4"	-0.332	0.043
"ACTR10"	-0.187	0.011
"ACVR1"	-0.368	0.026
"ADAMTS13"	-0.339	0.029
"ADCY3"	-0.326	0.021
"ADD1"	-0.491	0.024
"AFG3L2"	-0.664	0.003
"AFP"	-0.34	0.029
"AIRE"	-0.847	0.017
"AKT1"	-0.462	0.015
"ALDH1B1"	-0.265	0.025
"ALDH2"	-0.306	0.041
"ALOX5AP"	-0.49	0.013
"AMPH"	-0.5	0.014
"ANAPC4"	-1.23	0.003
"ANAPC5"	-0.623	0.03
"ANKRA2"	-0.206	0.029
"APBB1"	-0.259	0.041
"APOL1"	-0.459	0.04
"APOL2"	-0.612	0.033
"APPL1"	-0.43	0.014
"AQR"	-0.98	0
"ARCN1"	-0.962	0.001
"ARFRP1"	-0.398	0.044
"ARL1"	-0.266	0.008
"ARL17A"	-0.61	0.011
"ASAP1"	-0.159	0.033
"ATOH8"	-0.528	0.01
"ATP1A1"	-0.262	0.006
"ATP5L"	-0.299	0.022
"ATP6V0D1"	-0.681	0.014
"ATP7B"	-0.45	0.04
"ATXN10"	-0.349	0.018
"AURKB"	-0.648	0.005
"AZIN1"	-0.514	0.031
"BARHL1"	-0.617	0.026
"BAZ1A"	-0.382	0.041
"BCL2L1"	-0.537	0
"BCL3"	-0.255	0.021
"BIK"	-0.29	0.019
"BIRC2"	-0.255	0.012
"BMP2K"	-0.26	0
"BMPR1A"	-0.468	0.019
"BTN1A1"	-0.489	0.041
"BUB1B"	-0.879	0.012
"C10orf72"	-0.378	0.046
"C11orf64"	-0.794	0.027
"C14orf2"	-0.5	0.032
"C19orf18"	-0.608	0.032
"C19orf2"	-0.474	0.041
"C22orf27"	-0.732	0.009
"C22orf28"	-0.54	0.04
"C22orf32"	-0.435	0.022
"C3orf39"	-0.673	0.033
"C5orf36"	-0.536	0.031
"C6orf174"	-0.565	0.045
"C9orf30"	-0.719	0.033
"CA7"	-0.608	0.022
"CALM2"	-0.33	0.041
"CALU"	-0.469	0.043
"CAPN5"	-0.447	0.05
"CAPZB"	-0.856	0.016
"CARS2"	-0.997	0.006
"CAV3"	-0.32	0.034
"CBX2"	-0.24	0.045
