"Gene name"	"score"	"pval"
"ABCC4"	-0.201	0.022
"ABCC6"	-0.591	0.01
"ABI2"	-0.0625	0.038
"ACO2"	-0.294	0.023
"ACOT4"	-0.476	0.028
"ACSL6"	-0.28	0.029
"ADAM21"	-0.441	0.022
"ADAM8"	-0.384	0.049
"ADAMTS19"	-0.137	0.025
"ADAT2"	-0.0527	0.038
"ADCK5"	-0.0543	0.045
"ADI1"	-0.303	0.003
"AIRE"	-0.219	0.043
"ANAPC4"	-0.66	0.033
"ANKMY1"	-0.183	0.046
"ANKRD57"	-0.114	0.039
"AP1AR"	-0.298	0.029
"ARCN1"	-0.989	0.006
"ARG1"	-0.523	0.023
"ARHGAP4"	-0.198	0.016
"ARL1"	-0.369	0.013
"ARL9"	-0.429	0.017
"ARMC1"	-0.381	0.012
"ARV1"	-0.167	0.036
"AS3MT"	-0.583	0.026
"ASTL"	-0.492	0.038
"ATL1"	-0.315	0.023
"ATP5C1"	-0.625	0.018
"ATXN7"	-0.609	0.039
"B3GALT6"	-0.449	0.009
"BAG5"	-0.155	0.023
"BATF3"	-0.0598	0.02
"BCL9L"	-0.238	0.049
"BCR"	-0.594	0.028
"BDKRB1"	-0.486	0.015
"BGLAP"	-0.331	0.038
"BMPR1A"	-0.259	0.017
"BOP1"	-0.341	0.049
"BST2"	-0.776	0.004
"BTNL9"	-0.504	0.034
"BUB1B"	-0.899	0.044
"C10orf118"	-0.177	0.008
"C11orf55"	-0.2	0.047
"C14orf143"	-0.232	0.012
"C14orf148"	-0.472	0.047
"C14orf2"	-0.128	0.001
"C16orf61"	-0.258	0.023
"C17orf48"	-0.325	0.042
"C19orf2"	-0.418	0.046
"C22orf27"	-0.579	0.001
"C2CD2L"	-0.0556	0.02
"C2orf73"	-0.0778	0.016
"C2orf81"	-0.273	0.048
"C3orf39"	-0.294	0.002
"C5orf56"	-0.0918	0.045
"C6orf136"	-0.635	0.038
"C6orf167"	-0.169	0.001
