"Gene name"	"score"	"pval"
"ABCC13"	-0.0619	0.038
"ACCS"	-0.0733	0.04
"ACO1"	-0.176	0.038
"ACOT7"	-0.102	0.01
"ADAM21"	-0.132	0.05
"ADAM32"	-0.869	0.029
"ADAM8"	-0.408	0.006
"ADAMTS12"	-1.17	0.001
"ADAMTS13"	-0.56	0.038
"ADCK4"	-0.356	0.026
"ADCK5"	-0.461	0.014
"ADCY1"	-0.178	0.042
"ADCYAP1"	-0.181	0.042
"ADH5"	-0.452	0.046
"AGL"	-0.354	0.047
"AKAP8L"	-0.441	0.017
"ALDH1B1"	-0.0396	0.033
"ALG10B"	-0.29	0.028
"ANAPC11"	-0.0859	0.042
"ANKRD60"	-0.722	0.05
"ANXA5"	-0.759	0.048
"ANXA7"	-0.378	0.036
"AP1AR"	-0.211	0.002
"AP1S1"	-0.391	0.001
"AP1S2"	-0.184	0.033
"APOBEC3B"	-0.504	0.027
"APOBEC3G"	-0.965	0.047
"AQR"	-1.44	0
"ARCN1"	-1.25	0.001
"ARG1"	-1.23	0.027
"ARHGAP29"	-0.7	0.042
"ARNTL2"	-0.0836	0.031
"AS3MT"	-1.12	0.017
"ASCC2"	-0.341	0.036
"ASGR2"	-0.332	0.034
"ATP5S"	-0.477	0
"ATP6V0A1"	-0.271	0.001
"AURKB"	-0.37	0.006
"B3GALTL"	-0.186	0.047
"BAI2"	-0.451	0.039
"BAT1"	-0.162	0.029
"BBX"	-0.0404	0.047
"BIK"	-0.364	0.047
"C10orf113"	-0.362	0.02
"C13orf33"	-0.354	0.021
"C14orf2"	-0.179	0.011
"C16orf63"	-0.0883	0.027
"C16orf72"	-0.0812	0.049
"C19orf10"	-0.445	0.02
"C19orf21"	-0.0315	0.049
"C21orf45"	-0.15	0.035
"C21orf59"	-0.353	0.049
"C22orf27"	-0.562	0.007
"C22orf29"	-0.22	0.009
"C3orf39"	-0.798	0.05
"C6orf167"	-0.141	0.033
"C6orf174"	-0.241	0.041
"C8orf41"	-0.948	0.04
"C8orf46"	-0.438	0.011
"CACNB1"	-0.0384	0.044
"CACNB4"	-0.0246	0.038
"CADM3"	-0.559	0.025
"CALHM3"	-0.614	0.021
"CAMK1D"	-1.4	0.021
"CARS"	-0.299	0.024
"CARS2"	-0.725	0.001
"CATSPER4"	-0.121	0.047
"CCL1"	-0.0484	0.019
"CCL19"	-0.407	0.026
"CCL25"	-0.617	0.005
"CCNB3"	-0.617	0.034
"CCNG1"	-1.08	0.011
"CCR6"	-0.877	0.019
"CCR8"	-0.981	0.042
"CD207"	-0.339	0.027
"CDC27"	-0.519	0.041
"CDC37"	-0.369	0.004
"CDC40"	-0.855	0.002
"CDC5L"	-0.818	0.002
"CDH4"	-0.132	0.047
"CDK11B"	-1.12	0.005
"CDKL2"	-0.245	0.03
"CDKL5"	-0.299	0.02
"CEACAM4"	-0.0739	0.029
"CELA2A"	-0.132	0.008
"CENPO"	-0.128	0.008
"CEP192"	-0.259	0
"CFTR"	-0.112	0.011
"CHD4"	-0.735	0.03
"CHPF2"	-1.02	0.005
"CHST7"	-0.68	0.015
"CHST9"	-0.285	0.037
"CLPTM1"	-0.664	0.039
"CLTC"	-0.6	0.003
"CLUL1"	-2.1	0.018
"CMTM3"	-0.665	0.021
"CMTM4"	-0.291	0.02
"CNTN2"	-0.0492	0.049
"COL1A2"	-1.06	0.049
"COLEC10"	-1.7	0.007
"COPB1"	-1.55	0.027
"COPG2"	-0.114	0.047
"COX7A2P2"	-0.121	0.037
"CPVL"	-0.629	0.047
"CSAG2"	-0.358	0.02
"CTAG2"	-0.69	0.006
"CTNNA1"	-0.114	0.044
"CUL7"	-1.95	0.011
"CWC22"	-0.448	0.041
"CXCL9"	-0.6	0.038
"CYBASC3"	-1.26	0.046
"CYorf15A"	-0.503	0.029
"CYP1A2"	-0.716	0.036
"CYP7A1"	-0.266	0.047
"DAD1"	-1.52	0.01
"DCLRE1C"	-0.374	0.047
"DCTN6"	-0.767	0.037
"DDB2"	-1.45	0.018
"DDHD2"	-0.688	0.043
"DDR1"	-0.286	0
"DDR2"	-0.167	0.005
"DDX51"	-0.981	0.01
"DDX59"	-0.485	0.039
"DEFB119"	-0.564	0.013
"DEGS2"	-0.368	0.003
"DIP2B"	-0.21	0.041
"DIRAS2"	-0.523	0.047
"DLG2"	-0.21	0.008
"DLG5"	-0.286	0.01
"DNAHL1"	-0.125	0.038
"DNAI1"	-0.485	0.01
"DNAJB6"	-0.762	0.01
"DNM2"	-0.982	0.01
"DRD2"	-0.342	0.039
"DSCR8"	-0.0497	0.021
"DST"	-0.317	0.031
"DULLARD"	-1.04	0.043
"DUSP13"	-0.0644	0.043
"DUSP7"	-0.891	0.043
"DYNC1I1"	-0.528	0.01
"DYNC1I2"	-0.329	0.034
"ECT2"	-0.337	0.049
"EEF2"	-0.828	0.003
"EFHB"	-0.396	0.023
"EFNA2"	-0.0637	0.01
"EIF2B4"	-0.847	0.016
"EIF4A3"	-0.0866	0.01
"EIF4EBP1"	-0.139	0.049
"EIF5B"	-1.23	0.019
"ENG"	-0.73	0.001
"ENSA"	-0.697	0.001
"EP400NL"	-0.0372	0.01
"EPHB4"	-1.33	0.034
"ERBB3"	-0.76	0.049
"ERCC6L"	-0.67	0.044
"ERH"	-0.563	0.01
"ETV3"	-0.537	0.027
"EXOSC10"	-0.425	0.022
"FAM126A"	-0.614	0.046
"FAM161B"	-0.6	0.013
"FAM164C"	-0.4	0.042
"FAM3B"	-0.0832	0.012
"FAM59A"	-0.302	0.047
"FAS"	-0.103	0.044
"FBXO18"	-0.588	0.044
"FCRL3"	-0.49	0.027
"FFAR1"	-0.146	0.024
"FJX1"	-0.265	0.04
"FKBP9"	-0.757	0.045
"FLT4"	-0.6	0.047
"FNDC7"	-0.862	0.048
"FNTAL1"	-0.0679	0.029
"FOSL1"	-0.962	0.007
"FOXL1"	-0.533	0.027
"FTSJ3"	-0.542	0.015
"FUT1"	-0.6	0
"FUT9"	-0.16	0.017
"FZD6"	-0.683	0.039
"GABRG2"	-0.12	0.047
"GAGE2C"	-0.308	0.022
"GALNT14"	-0.351	0.05
"GAS1"	-0.105	0.04
"GCLC"	-0.185	0.01
"GDF3"	-0.205	0.027
"GDF7"	-0.699	0.029
"GEMIN5"	-0.333	0.005
"GHRHR"	-0.252	0.015
"GINS2"	-0.378	0.041
"GIPR"	-0.259	0.004
"GMPS"	-0.454	0.019
"GNA11"	-0.652	0.031
"GNG12"	-0.934	0.01
