"Gene name"	"score"	"pval"
"A1CF"	-0.48	0.025
"ABAT"	-0.449	0.045
"ABCE1"	-0.556	0.007
"ACTR2"	-0.286	0.014
"ADAM33"	-0.447	0.036
"ADCY9"	-0.239	0.025
"ADCYAP1R1"	-0.379	0.013
"AFG3L2"	-0.857	0.028
"AGTR1"	-0.299	0.01
"AKT3"	-0.213	0.007
"ALG10B"	-0.395	0.003
"ALKBH3"	-0.0821	0.002
"ALMS1"	-0.388	0.045
"AMD1"	-0.221	0.046
"AMPD2"	-0.0929	0.035
"AMPH"	-0.17	0.009
"ANAPC2"	-0.12	0.007
"ANAPC4"	-0.546	0
"APOO"	-0.152	0.05
"AQP12A"	-0.501	0.008
"AQP5"	-0.417	0.016
"AQP9"	-0.343	0.048
"AQR"	-1.09	0
"ARCN1"	-1.21	0.012
"ARHGAP29"	-0.641	0.026
"ARL1"	-0.398	0.045
"ARL5B"	-0.574	0.032
"ARL9"	-0.556	0.023
"ARSJ"	-0.355	0.025
"ATF4"	-0.524	0.041
"ATOH8"	-0.381	0.012
"ATP2A1"	-0.0984	0.006
"ATP6V0D1"	-0.721	0.03
"ATR"	-0.444	0.01
"AURKB"	-0.481	0.048
"AXL"	-0.397	0.048
"AXL"	-0.397	0.048
"AXL"	-0.397	0.048
"AXL"	-0.397	0.048
"AZIN1"	-0.573	0.037
"B3GALT5"	-0.536	0.047
"BANF1"	-0.515	0.003
"BAP1"	-0.44	0.033
"BCAS2"	-0.317	0.047
"BCL2L1"	-0.134	0
"BCL2L10"	-0.289	0.014
"BCL6"	-0.674	0.031
"BDKRB1"	-0.521	0.025
"BIRC2"	-0.222	0.014
"BMP2K"	-0.178	0.022
"BTG1"	-0.463	0.029
"BTNL9"	-0.523	0.033
"BUD31"	-0.586	0.009
"C12orf69"	-0.364	0.017
"C14orf166"	-0.697	0.039
"C14orf2"	-0.539	0.017
"C16orf72"	-0.266	0.016
"C17orf66"	-0.23	0.026
"C17orf68"	-0.249	0.039
"C17orf76"	-0.219	0.042
"C1orf161"	-0.314	0.024
"C21orf45"	-0.353	0.027
"C22orf25"	-0.0615	0.041
"C22orf27"	-0.54	0.033
"C2orf50"	-0.369	0.03
"C3orf24"	-0.363	0.027
"C3orf39"	-0.486	0.043
"C4orf33"	-0.302	0.028
"C6orf167"	-0.5	0.003
"C9orf125"	-0.244	0.028
"C9orf93"	-0.429	0.02
"CAMK1D"	-0.116	0.029
"CARD6"	-0.282	0.04
"CARS2"	-0.527	0.004
"CATSPER2"	-0.231	0.008
"CBARA1"	-0.282	0.013
"CC2D1A"	-0.331	0.015
"CCHCR1"	-0.21	0.008
"CCL25"	-0.46	0.012
"CCNA1"	-0.206	0.048
