"Gene name"	"score"	"pval"
"ABCC13"	-0.453	0.047
"ABCC2"	-0.588	0.041
"ACADVL"	-0.333	0.049
"ACBD5"	-0.514	0.032
"ADAM33"	-0.512	0.021
"ADAMTS19"	-0.182	0.048
"ADC"	-0.491	0.036
"ADCK4"	-0.153	0.038
"ADI1"	-0.421	0.026
"AGL"	-0.414	0.035
"AIM2"	-0.254	0.02
"AKAP8"	-0.462	0.021
"AKAP8L"	-0.303	0.008
"AKT1"	-0.0816	0.035
"ALKBH2"	-0.325	0.021
"ALKBH5"	-0.316	0.049
"ALOXE3"	-0.224	0.037
"ANAPC4"	-0.8	0.005
"ANAPC5"	-0.22	0.038
"ANKRD12"	-0.119	0.038
"ANKRD20A3"	-0.315	0.013
"ANKRD37"	-0.0711	0.05
"AP2S1"	-0.177	0.046
"APLP2"	-0.227	0.035
"APOBEC3B"	-0.814	0.012
"APOL4"	-0.165	0.047
"AQP5"	-0.181	0.036
"AQP9"	-0.0181	0.04
"AQR"	-0.983	0.009
"ARCN1"	-0.557	0.005
"ARG2"	-0.177	0.047
"ARHGAP27"	-0.292	0.036
"ARHGAP5"	-0.391	0.03
"ARNT"	-0.467	0.024
"AS3MT"	-0.65	0.008
"ASRGL1"	-0.195	0.018
"ASTL"	-0.184	0.038
"ATF4"	-0.204	0.022
"ATF6"	-0.715	0.05
"ATP1A1"	-0.285	0.002
"ATP5L"	-0.0812	0.047
"AURKB"	-0.26	0.027
"BAG5"	-0.184	0.038
"BAI2"	-0.354	0.02
"BAT1"	-0.387	0.029
"BCL2L1"	-0.078	0.03
"BCL9L"	-0.132	0.025
"BDKRB1"	-0.51	0.035
"BECN1"	-0.118	0.021
"BMPR1A"	-0.276	0.027
"BRUNOL4"	-0.315	0.039
"BTNL9"	-0.644	0.017
"C10orf113"	-0.533	0.025
"C14orf148"	-0.288	0.036
"C14orf2"	-0.546	0.019
"C16orf62"	-0.531	0.02
"C19orf10"	-0.171	0.046
"C19orf2"	-0.266	0.028
"C22orf27"	-0.765	0.011
"C3orf19"	-0.28	0.021
"CA12"	-0.225	0.043
"CAD"	-0.251	0.021
"CALHM3"	-0.495	0.011
"CALY"	-0.265	0.05
"CARS2"	-0.785	0.027
"CCNB3"	-0.804	0.005
"CCNG1"	-0.224	0.044
"CCNK"	-0.0434	0.046
"CCRN4L"	-0.456	0.021
"CCT7"	-0.411	0.001
"CD59"	-0.298	0.023
"CD79B"	-0.284	0.039
"CDC27"	-0.0661	0.027
"CDC37"	-0.153	0.05
"CDC37L1"	-0.322	0.04
"CDC45L"	-0.206	0.03
"CDC5L"	-0.39	0.015
"CDK11B"	-0.314	0
"CDK12"	-0.289	0.026
"CDK17"	-0.394	0.011
"CDK2AP2"	-0.313	0.024
"CDSN"	-0.689	0.012
"CEACAM4"	-0.347	0.021
"CEBPG"	-0.144	0.043
"CEND1"	-0.382	0.007
"CENPO"	-0.692	0.011
"CEP290"	-0.16	0.046
"CHD4"	-0.526	0.006
"CHEK1"	-0.591	0.019
"CHMP2A"	-0.577	0.049
"CHPF2"	-0.354	0.04
"CHRNA2"	-0.266	0.041
"CLTC"	-0.2	0.011
"CMTM3"	-0.63	0.015
"CNN2"	-0.333	0.03
"COG4"	-0.22	0.006
"COL11A2"	-0.421	0.011
"COL25A1"	-0.565	0.047
"COL3A1"	-0.408	0.049
"COL8A1"	-0.24	0.03
"COMMD2"	-0.565	0.02
"COPA"	-0.175	0.012
"COPB1"	-1.13	0
"COPS3"	-0.0338	0.038
"COPS6"	-0.363	0.03
"COPS8"	-0.313	0.02
"COPZ1"	-1.02	0.001
"CORO2A"	-0.315	0.037
"COX5B"	-0.223	0.015
"COX6B2"	-0.394	0.025
"CPSF1"	-0.396	0.042
"CPSF3"	-0.963	0.013
"CPXCR1"	-0.502	0.03
"CR1"	-0.0145	0.021
"CRYL1"	-1.04	0.012
"CSAD"	-0.214	0.05
"CSE1L"	-0.0597	0.007
"CSGALNACT2"	-0.314	0.049
"CUL7"	-0.771	0.046
"CWC15"	-0.13	0.024
"CWC22"	-0.129	0.003
"CWC27"	-0.348	0.044
"CYB5D2"	-0.666	0.043
"CYBB"	-0.0333	0.013
"CYP11B2"	-0.0962	0.012
"CYP1A1"	-0.24	0.042
"CYP1A2"	-0.928	0.001
"CYP2D7P1"	-0.224	0.046
"CYP8B1"	-0.129	0.04
"CYTH2"	-0.296	0.042
"DAPK1"	-0.472	0.044
"DCTN1"	-0.284	0.046
"DDR1"	-0.579	0.035
"DDX18"	-0.71	0.015
"DDX41"	-0.301	0.031
"DDX49"	-0.711	0.019
"DEFA6"	-0.231	0.036
"DHCR7"	-0.243	0.048
"DIP2B"	-0.234	0.019
"DLST"	-0.0275	0.03
"DMPK"	-0.417	0.03
"DNAH5"	-0.16	0.047
"DNAJC8"	-0.0953	0.012
"DNM2"	-0.443	0.019
"DNTTIP2"	-0.329	0.035
"DOLPP1"	-0.145	0.02
"DPM2"	-0.131	0.021
"DPY19L4"	-0.0724	0.041
"DSCR8"	-0.272	0.013
"DSCR9"	-0.427	0.022
"DYNC1I2"	-0.452	0.002
"ECM1"	-0.468	0.01
"EEF2"	-0.934	0.006
"EFHB"	-0.515	0.012
"EFTUD2"	-0.391	0.013
"EIF1AX"	-0.23	0.012
"EIF2B2"	-0.214	0.012
"EIF2B3"	-0.304	0.045
"EIF2S2"	-0.593	0.023
"EIF3A"	-0.683	0
"EIF3B"	-0.863	0
"EIF3C"	-1.1	0.029
"EIF3D"	-1.03	0.001
"EIF3F"	-0.187	0.011
"EIF3FP3"	-0.426	0.023
"EIF3G"	-0.124	0.008
"EIF3H"	-0.163	0.012
"EIF3I"	-0.402	0.001
"EIF4A1"	-0.0639	0.049
"EIF4A3"	-0.227	0.048
"EIF4E3"	-0.445	0.017
"EIF5A"	-0.129	0.048
"EIF5B"	-1.03	0
"ELAC1"	-0.4	0.036
"ELAC2"	-0.344	0.031
"ELAVL1"	-0.399	0.023
"ELOVL7"	-0.163	0.046
"EPAS1"	-0.187	0.018
"EPHA2"	-0.218	0.003
"EPHB4"	-0.428	0.028
"EPS8"	-0.369	0.031
"ERBB2IP"	-0.315	0.008
"ERH"	-0.688	0.005
"ESPL1"	-0.0651	0.021
"ESPN"	-0.335	0.015
"Esrrg"	-0.336	0.05
"ESRRG"	-0.331	0.039
"ETF1"	-0.458	0.021
"ETNK2"	-0.269	0.026
"ETS2"	-0.442	0.013
"ETV1"	-0.263	0.01
"EVI5L"	-0.125	0.007
"EXOC1"	-0.649	0.049
"EXOSC10"	-0.936	0.026
"EXOSC2"	-0.361	0.039
"EXOSC4"	-0.843	0.007
"EYA2"	-0.326	0.022
"F2RL3"	-0.0206	0.05
"FADD"	-0.409	0.019
"FAM126A"	-0.739	0.021
"FAM161B"	-0.34	0.026
"FAM164A"	-0.14	0.013
"FAM164C"	-0.522	0.001
"FAM171B"	-0.362	0.009
"FAM186B"	-0.23	0.013
"FBLN5"	-0.23	0.041
"FBXL7"	-0.263	0.036
"FCRL2"	-0.46	0.008
"FEV"	-0.284	0.011
"FHL2"	-0.202	0.05
"FLII"	-0.397	0.04
"FLT3LG"	-0.614	0.028
"FOXA3"	-0.635	0.018
"FOXF1"	-0.222	0.044
"FOXN4"	-0.132	0.036
"FRG1"	-0.174	0.049
"FSCN2"	-0.129	0.027
"FTSJ2"	-0.185	0.046
"FTSJ3"	-0.295	0.005
"FUT2"	-0.0184	0.039
"FUT9"	-0.394	0.023
"GABRG3"	-0.413	0.038
"GADD45B"	-0.239	0.016
"GAL"	-0.128	0.038
"GAS7"	-0.124	0.043
"GEMIN5"	-0.228	0.041
"GGA3"	-0.108	0.035
"GIMAP4"	-0.199	0.049
"GINS1"	-0.324	0.045
"GINS2"	-0.473	0.043
"GJA9"	-0.157	0.046
"GK5"	-0.536	0.049
"GLDN"	-0.0966	0.006
"GLYCTK"	-0.542	0.007
"GMPR2"	-0.345	0.044
"GNAS"	-0.122	0.036
"GNL3"	-0.445	0.02
"GPBP1"	-0.504	0.019
"GPC3"	-0.199	0.04
"GPR112"	-0.333	0.015
"GPR116"	-0.277	0.027
"GPR144"	-0.0871	0.029
"GPR44"	-0.508	0.021
"GPX8"	-0.39	0.05
"GRASP"	-0.195	0.038
"GRIN2D"	-0.199	0.013
"GRINL1A"	-0.254	0.036
"GRK1"	-0.187	0.005
"GRM5"	-0.432	0.044
"GRPEL2"	-0.554	0.042
"GTF2F1"	-0.228	0.012
"GTF2F2"	-0.496	0.032
"GTF3C4"	-0.742	0.04
"GUCY1B3"	-0.415	0.03
"GYPB"	-0.155	0.016
"H2AFZ"	-0.545	0.001
"HAL"	-0.312	0.009
"HBZ"	-0.113	0.028
"HEMK1"	-0.0521	0.019
"HEPACAM2"	-0.4	0.031
"HERC2"	-0.198	0.015
"HERC2P2"	-0.212	0.031
"HERC4"	-0.491	0.033
"HGF"	-0.552	0.028
"HHAT"	-0.343	0.042
"HIPK2"	-0.259	0.012
"HIST1H2BF"	-0.137	0.023
"HKDC1"	-0.411	0.005
"HLA-G"	-0.13	0.02
"HMGB3L1"	-0.161	0.041
"HNRNPC"	-1.55	0.007
"HNRNPU"	-0.41	0.01
"HRG"	-0.0588	0.05
"HSDL2"	-0.605	0.014
"HSF5"	-0.212	0.044
"HSFY2"	-0.348	0.008
"HSP90AB2P"	-0.25	0.047
"HSPA9"	-0.605	0.024
"HSPE1"	-0.395	0.018
"HSPG2"	-0.944	0.032
"HTR2B"	-0.315	0.03
"HTR3B"	-0.207	0.041
"HTT"	-0.513	0.047
"HUS1"	-0.0547	0.044
"HYAL2"	-0.369	0.028
