"Gene name"	"score"	"pval"
"ACBD5"	-0.167	0.004
"ADAM33"	-0.295	0.007
"ADCK5"	-0.223	0.036
"ADCYAP1"	-0.0209	0.05
"AKAP8L"	-0.127	0.004
"ANAPC4"	-0.787	0.009
"ANAPC5"	-0.39	0.016
"AP1AR"	-0.292	0
"APC2"	-0.126	0.011
"ARHGAP10"	-0.282	0.042
"AS3MT"	-0.474	0.042
"ASTL"	-0.446	0.016
"ATOH8"	-0.138	0.026
"BANF1"	-0.491	0.017
"BAP1"	-0.235	0.037
"BCCIP"	-0.364	0.029
"BGLAP"	-0.198	0.015
"BIRC2"	-0.37	0.027
"BST2"	-0.311	0.009
"BTBD11"	-0.157	0.044
"BUB1B"	-0.735	0.014
"C10orf72"	-0.175	0.02
"C11orf24"	-0.111	0.023
"C12orf66"	-0.373	0.05
"C13orf33"	-0.186	0.043
"C14orf2"	-0.283	0.001
"C14orf70"	-0.156	0.02
"C16orf72"	-0.383	0.013
"C16orf75"	-0.203	0.042
"C16orf87"	-0.307	0.003
"C17orf48"	-0.143	0.001
"C19orf18"	-0.257	0.002
"C1orf126"	-0.254	0.036
"C1orf14"	-0.366	0.048
"C22orf27"	-0.301	0.001
"C22orf29"	-0.416	0.042
"C22orf32"	-0.248	0.035
"C2orf34"	-0.194	0.047
"C2orf50"	-0.187	0.024
"C3orf24"	-0.265	0.043
"C3orf39"	-0.428	0.001
"C5orf4"	-0.205	0.01
"C5orf44"	-0.138	0.004
"C5orf51"	-0.172	0.035
"C8orf37"	-0.178	0.013
"C8orf46"	-0.296	0.013
"C8orf79"	-0.128	0.041
"C8orf79"	-0.0658	0.041
"CASC5"	-0.245	0.019
"CASP8AP2"	-0.709	0.049
"CCDC51"	-0.129	0.028
"CCDC57"	-0.169	0.039
"CCDC83"	-0.0165	0.026
"CCL25"	-0.266	0.017
"CCM2"	-0.285	0.029
"CDC2L2"	-0.135	0.026
"CDC37L1"	-0.161	0.031
"CDC40"	-1	0
"CDC5L"	-0.462	0.007
"CDCA7L"	-0.276	0.034
"CDRT4"	-0.303	0.023
"CEND1"	-0.559	0.006
"CFLAR"	-0.434	0.034
"CHD4"	-0.438	0.002
"CHEK1"	-0.577	0.012
"CHERP"	-0.31	0.017
"CHMP2A"	-0.727	0.026
"CHST14"	-0.181	0.042
"CHST7"	-0.177	0.044
"CIRBP"	-0.308	0.038
"CLIC3"	-0.053	0.044
"CMTM4"	-0.167	0.001
