"Gene name"	"score"	"pval"
"ABCA3"	-0.447	0.046
"ABI2"	-0.165	0.05
"ACAT1"	-0.486	0.027
"ACVR1"	-0.0972	0.003
"ADAM32"	-0.464	0.002
"ADAM33"	-0.531	0.008
"ADAM7"	-0.504	0.01
"ADAMTS13"	-0.475	0.037
"ADC"	-0.54	0.034
"ADCY5"	-0.372	0.049
"ADCY9"	-0.551	0.016
"AGL"	-0.576	0.048
"AHSA1"	-0.0402	0.045
"AJAP1"	-0.373	0.035
"AK3L1"	-0.0834	0.031
"ALAD"	-0.175	0.046
"ALDH16A1"	-0.0588	0.007
"ALDH2"	-0.475	0.049
"ALDOC"	-0.377	0.045
"ALG10"	-0.0653	0.025
"AMPD3"	-0.436	0.013
"AMT"	-0.0338	0.049
"ANKS6"	-0.618	0.037
"AP1G1"	-0.104	0.045
"AP2M1"	-0.287	0.019
"APLF"	-0.0225	0.035
"APOBEC3G"	-0.205	0.038
"AQR"	-0.876	0.001
"ARAF"	-0.161	0.015
"ARCN1"	-0.982	0
"ARFIP1"	-0.185	0.008
"ARHGAP5"	-0.204	0.045
"ARHGEF2"	-0.254	0.006
"ARL1"	-0.627	0.031
"AS3MT"	-0.461	0.005
"ASB14"	-0.193	0.035
"ATG7"	-0.199	0.037
"ATL1"	-0.534	0.046
"ATMIN"	-0.386	0.037
"ATP2A3"	-0.00474	0.024
"ATP5C1"	-0.779	0.029
"ATP5E"	-0.0212	0.045
"ATP5H"	-0.205	0.034
"ATP5I"	-0.442	0.025
"ATP5S"	-0.361	0.013
"ATP6V0A1"	-0.00389	0.03
"ATP6V0C"	-0.38	0.03
"ATP6V1C2"	-0.312	0.008
"ATP7B"	-0.402	0.021
"ATXN10"	-0.306	0.029
"AURKA"	-0.716	0.009
"AURKB"	-0.713	0.01
"AXL"	-0.432	0.017
"AXL"	-0.432	0.017
"AXL"	-0.432	0.017
"AXL"	-0.432	0.017
"AZI1"	-0.308	0.003
"B3GALNT2"	-0.5	0.041
"BATF"	-0.094	0.043
"BCL2L13"	-0.358	0.031
"BIK"	-0.274	0.041
"BIRC2"	-0.127	0.011
"BMP2K"	-0.326	0.014
"BRUNOL4"	-0.473	0.021
"BTN1A1"	-0.539	0.045
"BZRAP1"	-0.318	0.034
"C10orf113"	-0.719	0.01
"C10orf76"	-0.785	0.007
"C11orf64"	-0.461	0.006
"C14orf156"	-0.588	0.023
"C14orf2"	-0.916	0.005
"C16orf55"	-0.375	0.03
"C16orf72"	-0.851	0.01
"C16orf87"	-0.563	0.048
"C17orf46"	-0.53	0.004
"C19orf10"	-0.615	0.007
"C1orf125"	-0.338	0.038
"C1QBP"	-0.484	0.031
"C21orf66"	-0.605	0.032
"C22orf27"	-0.723	0.007
"C22orf29"	-0.821	0.009
"C22orf32"	-0.896	0.011
"C2orf81"	-0.621	0.007
"C3"	-0.0894	0.026
"C3orf1"	-0.608	0.048
"C9orf114"	-0.777	0.026
"CABP7"	-0.356	0.023
"CACYBP"	-0.303	0.021
"CALB2"	-0.454	0.035
"CAPN2"	-0.697	0.041
"CBR4"	-0.712	0.041
"CCDC108"	-0.664	0.039
"CCDC112"	-0.363	0.008
"CCDC51"	-0.494	0.041
"CCDC57"	-0.397	0.032
"CCL23"	-0.114	0.013
"CCNA1"	-0.518	0.047
"CCNB3"	-0.769	0.006
"CCNDBP1"	-0.22	0.022
"CCNG1"	-0.56	0.027
"CCR3"	-0.0846	0.016
"CCR4"	-0.393	0.044
"CCR6"	-0.365	0.033
"CCR8"	-0.796	0.014
"CCT7"	-1.1	0.048
"CDA"	-0.41	0.011
"CDC23"	-0.502	0.037
"CDC37"	-0.332	0.018
"CDK11B"	-0.834	0.002
"CDK19"	-0.201	0.025
"CDK2AP2"	-0.426	0.042
"CDK6"	-0.389	0.044
"CDKL3"	-0.355	0.008
"CEACAM21"	-0.759	0.036
"CECR5"	-0.293	0.023
"CELA2A"	-0.614	0.015
"CENPC1"	-0.196	0.042
"CEP55"	-0.21	0.04
"CEP63"	-0.397	0.039
"CFTR"	-0.539	0.026
"CHCHD2"	-0.196	0.036
"CHD4"	-0.807	0.007
"CHML"	-0.283	0
"CHPF2"	-0.31	0.008
"CHRM1"	-0.358	0.04
"CHUK"	-0.254	0.024
"CIRH1A"	-0.379	0.003
"CKAP5"	-0.626	0.049
"CLDN8"	-0.495	0.05
"CMTM3"	-0.556	0.035
"COASY"	-0.425	0.046
"COL12A1"	-0.139	0.043
"COL25A1"	-0.487	0.043
"COMMD2"	-0.316	0.049
"COPB1"	-1.18	0
"CORO2A"	-0.481	0.007
"COX10"	-0.0499	0.038
"CPSF1"	-0.324	0.045
"CPSF6"	-0.133	0.038
"CPT1A"	-0.0459	0.015
"CPT1C"	-0.401	0.035
"CPXCR1"	-0.797	0.003
"CPXM2"	-0.452	0.046
"CRKL"	-0.22	0.013
"CRYAB"	-0.457	0.026
"CWF19L1"	-0.282	0.03
"CX3CR1"	-0.377	0.014
"CYB5R3"	-0.0591	0.034
"CYP21A2"	-0.33	0.017
"CYP2F1"	-0.441	0.006
