"Gene name"	"score"	"pval"
"AAK1"	-0.252	0.036
"ABCC13"	-0.17	0.039
"ABCC2"	-0.211	0.043
"ABCC4"	-0.311	0.018
"ABCC6"	-0.598	0.029
"ABCE1"	-0.423	0.018
"ACAT1"	-0.51	0.023
"ACBD4"	-0.223	0.023
"ACER3"	-0.341	0.028
"ACOT4"	-0.126	0.045
"ACOT9"	-0.335	0.024
"ACSL4"	-0.46	0.047
"ACTR1A"	-0.126	0.05
"ADAM21"	-0.376	0.006
"ADAMTS13"	-0.226	0.049
"ADCK4"	-0.144	0.005
"ADCY3"	-0.263	0.029
"ADCY4"	-0.345	0.002
"ADCYAP1"	-0.329	0.009
"ADCYAP1R1"	-0.294	0.018
"ADD1"	-0.201	0.001
"ADH5"	-0.272	0.024
"ADNP"	-0.27	0.028
"AFG3L2"	-0.134	0.008
"AGL"	-0.521	0.035
"AHR"	-0.331	0.022
"AIDA"	-0.358	0.017
"AKAP7"	-0.18	0.011
"AKAP8L"	-0.491	0.011
"ALG10B"	-0.779	0.003
"ALMS1"	-0.53	0.002
"ALOX12B"	-0.275	0.029
"AMPH"	-0.171	0.032
"ANAPC4"	-0.29	0
"ANAPC5"	-0.259	0.047
"ANKRA2"	-0.493	0.023
"ANKRD20A2"	-0.242	0.027
"ANO3"	-0.316	0.049
"AP1AR"	-0.657	0.013
"APOBEC3B"	-0.443	0.038
"APOBEC3F"	-0.358	0.004
"APOBEC3G"	-0.578	0.03
"APOL2"	-0.838	0.025
"AQP9"	-0.31	0.024
"AQR"	-0.742	0.001
"ARCN1"	-0.862	0.001
"ARF3"	-0.194	0.028
"ARFGEF2"	-0.136	0.031
"ARG1"	-0.384	0.048
"ARG2"	-0.325	0.049
"ARHGAP25"	-0.31	0.012
"ARHGEF5"	-0.195	0.032
"ARIH1"	-0.27	0.025
"ARL1"	-0.744	0.007
"ARL5B"	-0.349	0.032
"ARL9"	-0.243	0.039
"ARNTL2"	-0.0488	0.011
"ARPC2"	-0.262	0.047
"ART5"	-0.295	0.037
"ASS1"	-0.234	0.028
"ATIC"	-0.377	0.022
"ATP1A1"	-0.445	0.001
"ATP6V0D1"	-0.527	0.045
"ATP6V1C2"	-0.313	0.017
"ATXN10"	-0.314	0.026
"ATXN7L1"	-0.261	0.027
"AURKB"	-0.413	0.045
"AZIN1"	-0.388	0.035
"B3GALNT2"	-0.375	0.044
"B3GAT3"	-0.279	0.05
"BACE2"	-0.346	0.034
"BAT4"	-0.569	0.046
"BCAS2"	-0.205	0.05
"BCL2L1"	-0.107	0.005
"BCR"	-0.156	0.008
"BDKRB1"	-0.467	0.012
"BMPR1A"	-0.585	0.005
"BRUNOL4"	-0.645	0.049
"BST2"	-0.246	0.017
"BTNL9"	-0.379	0.026
"BUB1B"	-0.478	0.024
"BUD31"	-0.261	0.007
"BYSL"	-0.453	0.039
"C10orf113"	-0.228	0.04
"C10orf72"	-0.412	0.011
"C12orf66"	-0.654	0.002
"C14orf148"	-0.283	0.002
"C14orf166"	-0.223	0.035
"C14orf2"	-0.608	0.016
"C14orf70"	-0.436	0.048
"C15orf42"	-0.159	0.048
"C15orf51"	-0.463	0.022
"C16orf62"	-0.469	0.011
"C16orf71"	-0.29	0.013
"C16orf72"	-0.562	0.028
"C16orf75"	-0.145	0.04
"C16orf87"	-0.49	0.005
"C17orf102"	-0.343	0.028
"C17orf48"	-0.1	0.023
"C17orf71"	-0.329	0.047
"C1GALT1C1"	-0.183	0.009
"C1orf161"	-0.212	0.013
"C1orf162"	-0.232	0.014
"C1QBP"	-0.0868	0.039
"C20orf202"	-0.279	0.037
"C21orf33"	-0.435	0.029
"C22orf25"	-0.116	0.041
"C22orf27"	-0.791	0.005
"C22orf29"	-0.383	0.01
"C22orf32"	-0.499	0.034
"C2orf85"	-0.394	0.033
"C3orf1"	-0.199	0.021
"C3orf39"	-0.452	0.009
"C4orf33"	-0.265	0.019
"C5orf51"	-0.293	0.035
"C6orf165"	-0.314	0.034
"C6orf174"	-0.574	0.017
"C6orf48"	-0.199	0.031
"C8orf79"	-0.268	0.019
"C8orf79"	-0.212	0.019
"C9orf135"	-0.427	0.04
"CACNA1A"	-0.326	0.035
"CACNA2D3"	-0.734	0.001
"CAD"	-0.198	0.025
"CAMK1D"	-0.319	0.022
"CAPN2"	-0.238	0.02
"CAPZA1"	-0.279	0.05
"CARM1"	-0.409	0.004
"CARS2"	-0.345	0.001
"CCDC108"	-0.266	0.022
"CCDC121"	-0.376	0.035
"CCDC51"	-0.408	0.032
"CCNB2"	-0.456	0.042
"CCNB3"	-0.75	0.033
"CCNF"	-0.347	0.043
"CCNG1"	-0.546	0.027
"CCNK"	-0.0889	0.032
"CCRN4L"	-0.17	0.037
"CCT3"	-0.476	0.045
"CCT5"	-0.239	0.027
"CCT8"	-0.528	0.005
"CD2BP2"	-0.417	0.012
"CD38"	-0.262	0.03
"CDA"	-0.377	0.029
"CDC23"	-0.393	0.015
"CDC5L"	-0.721	0.004
"CDK1"	-0.519	0.002
"CDK11B"	-0.51	0.011
"CDK12"	-0.406	0.003
"CDK5RAP2"	-0.062	0.027
"CDKL5"	-0.337	0.023
"CDR2"	-0.556	0.036
"CEACAM21"	-0.411	0.035
"CEBPB"	-0.186	0.001
"CENPO"	-0.704	0
"CEP55"	-0.377	0.005
"CEP70"	-0.404	0.028
"CHD2"	-0.351	0.013
"CHD4"	-0.868	0.01
"CHN2"	-0.396	0.028
"CHRM1"	-0.423	0.044
"CIITA"	-0.145	0.035
"CLIP4"	-0.291	0.012
"CLK1"	-0.279	0.006
"CLTC"	-0.374	0.003
"CLUL1"	-0.512	0.045
"CMTM3"	-0.711	0.017
"CMTM4"	-0.294	0.023
"CNGA1"	-0.387	0.019
"CNOT3"	-0.334	0.03
"CNTLN"	-0.545	0.035
"COCH"	-0.544	0
"COL11A2"	-0.464	0.048
"COL24A1"	-0.282	0.029
"COL25A1"	-0.563	0.037
"COL8A1"	-0.533	0.027
"COPB1"	-0.958	0.001
"COPB2"	-0.592	0.01
"COPG2"	-0.406	0.034
"COPS2"	-0.242	0.003
"COPS3"	-0.283	0.011
"COPS4"	-0.261	0.006
"COPZ1"	-0.43	0.027
"CORO2A"	-0.34	0.044
"COX6B2"	-0.231	0.035
"CPSF1"	-0.378	0.01
"CPSF3"	-0.239	0.01
"CREBBP"	-0.261	0.038
"CRISP2"	-0.165	0.029
"CRTAM"	-0.586	0.034
"CSE1L"	-0.298	0.004
"CTDP1"	-0.432	0.029
"CUL7"	-0.71	0.029
"CWC27"	-0.429	0.039
"CYorf15A"	-0.388	0.017
"CYP1A2"	-0.66	0.001
"CYP21A2"	-0.514	0.001
"CYP27C1"	-0.514	0.024
"CYP2F1"	-0.444	0.035
"CYP46A1"	-0.146	0.049
"DAPK1"	-0.64	0.03
"DARS"	-0.146	0.043
"DAZL"	-0.229	0.041
"DBP"	-0.435	0.029
"DCAF17"	-0.331	0.021
"DDB2"	-0.564	0.014
"DDIT4"	-0.642	0.019
"DDR1"	-0.589	0.002
"DDR2"	-0.535	0.005
"DDX18"	-0.236	0
"DDX23"	-0.24	0.047
"DDX41"	-0.385	0.006
"DDX46"	-0.444	0.003
"DDX49"	-0.489	0.017
"DDX54"	-0.327	0.009
"DEFA4"	-0.601	0.05
"DHX8"	-0.281	0.005
"DHX9"	-0.377	0.025
"DLC1"	-0.288	0.02
"DMKN"	-0.401	0.002
"DMPK"	-0.59	0.037
"DNAJB11"	-0.462	0.049
"DNAJB6"	-0.266	0.01
"DNAJC21"	-0.61	0.018
"DNAJC27"	-0.227	0.046
"DNASE1L3"	-0.375	0.002
"DNASE2B"	-0.676	0.034
"DNM2"	-0.506	0.017
"DNTTIP2"	-0.221	0.04
"DONSON"	-0.326	0.009
"DOPEY1"	-0.404	0.004
"DPP3"	-0.799	0.026
"DSCR8"	-0.264	0.03
"DULLARD"	-0.308	0.001
"DUSP7"	-0.851	0.046
"DYDC2"	-0.229	0.044
"DYNLL2"	-0.0939	0.041
"DYNLRB1"	-0.208	0.044
"EBF3"	-0.548	0.001
"ECM1"	-0.236	0.03
"EDNRA"	-0.305	0.023
"EEF2"	-0.559	0
"EFNA2"	-0.558	0.004
"EFNB3"	-0.24	0.045
"EFTUD2"	-0.64	0.003
"EGLN3"	-0.363	0.047
"EIF1AX"	-0.446	0.001
"EIF2S2"	-0.541	0.017
"EIF3A"	-0.417	0.001
"EIF3B"	-0.432	0.001
"EIF3C"	-0.68	0.001
"EIF3D"	-0.553	0.012
"EIF3G"	-0.474	0.025
"EIF3I"	-0.272	0.001
"EIF4A3"	-0.702	0
"EIF4E3"	-0.775	0
"EIF5B"	-0.393	0
"EIF6"	-0.315	0.021
"EMILIN1"	-0.174	0.03
"ENG"	-0.666	0.029
"EP400NL"	-0.439	0.049
"EPS8"	-0.701	0.008
"ERBB4"	-0.519	0.026
"ERCC6L"	-0.718	0.004
"ERH"	-0.588	0.003
"ESPN"	-0.769	0.024
"ETF1"	-0.178	0.004
"ETHE1"	-0.744	0.001
"ETV5"	-0.111	0.023
"EXOC1"	-0.497	0.009
"EXOSC10"	-0.494	0.024
"EXOSC4"	-0.67	0.022
"EXOSC6"	-0.48	0.002
"F11"	-0.0756	0.035
"F9"	-0.223	0.024
"FAM126A"	-0.728	0.001
"FAM164A"	-0.243	0.025
"FAM164C"	-0.336	0.001
"FAM3B"	-0.413	0.039
"FANCG"	-0.499	0.017
"FBXO21"	-0.349	0.037
"FBXO31"	-0.276	0.037
"FBXO8"	-0.292	0.001
"FCRL2"	-0.346	0.041
"FCRL3"	-0.862	0.022
"FER"	-0.201	0.005
"FETUB"	-0.121	0.047
"FIGF"	-0.292	0.047
"FNDC7"	-1.05	0.003
"FOXA3"	-0.322	0.04
"FOXF1"	-0.506	0.027
"FRMD4A"	-0.341	0.027
"FTSJ3"	-0.556	0
"FUBP1"	-0.58	0.007
"FUT9"	-0.463	0.002
"GADD45B"	-0.414	0.005
"GAR1"	-0.329	0.009
"GCKR"	-0.303	0.046
"GEMIN5"	-0.2	0.023
"GK5"	-0.648	0.021
"GLIPR1"	-0.128	0.03
"GLIPR1L2"	-0.566	0.009
"GLYCTK"	-0.403	0.047
"GMEB2"	-0.295	0.048
"GMIP"	-0.368	0.033
"GNL3"	-0.376	0.005
"GOT1L1"	-0.358	0.046
"GPD2"	-0.325	0.002
"GPR112"	-0.498	0.029
"GPS1"	-0.233	0.004
"GREM1"	-0.778	0.017
"GRIK1"	-0.208	0.01
"GRIN1"	-0.543	0.009
"GRIN2C"	-0.542	0.026
"GRPR"	-0.244	0.033
"GRSF1"	-0.232	0.023
"GTF3C3"	-0.392	0.05
"GTF3C4"	-0.578	0.018
"GTPBP4"	-0.227	0.032
"HEATR1"	-0.258	0.001
"HEPH"	-0.476	0.049
"HIATL2"	-0.622	0.019
"HINT1"	-0.0428	0.032
"HINT3"	-0.344	0.015
"HLA-DQB2"	-0.396	0.003
"HLA-DRB3"	-0.378	0.041
"HNRNPC"	-0.967	0
"HNRNPK"	-0.272	0.001
"HNRNPU"	-0.317	0
"HOXD4"	-0.149	0.037
"HP"	-0.548	0.01
"HPS3"	-0.392	0.001
"HSFY2"	-0.35	0.01
"HSPA9"	-0.276	0.046
"HSPE1"	-0.196	0.018
"HTR2B"	-0.178	0.007
"IARS"	-0.121	0.031
"ICK"	-0.451	0.02
"ICMT"	-0.0862	0.041
"IFI16"	-0.524	0.017
"IFIT1"	-0.335	0.034
"IGF1R"	-0.26	0.031
"IGF2BP3"	-0.562	0.049
"IGFBP2"	-0.508	0.001
"IGSF10"	-0.259	0.03
"IL10RB"	-0.473	0.044
"IL28A"	-0.432	0.024
"IL2RB"	-0.657	0.042
"IMPAD1"	-0.381	0.048
"INCENP"	-0.278	0.05
"INPP5B"	-0.172	0.034
"INTS3"	-0.568	0.029
"INTS4"	-0.282	0.036
"INTS4L1"	-0.186	0.004
"INTS7"	-0.256	0.019
"INTS9"	-0.415	0.027
"IPO7"	-0.121	0.037
"IRS4"	-1.25	0.006
"ISG20"	-0.959	0.041
"ITGA11"	-0.262	0.049
"ITGA2"	-0.503	0.008
"KARS"	-0.448	0.003
"KCNA7"	-0.39	0.03
"KCNC3"	-0.482	0.022
"KCNN3"	-0.596	0.025
"KCNQ5"	-0.305	0.027
"KCTD6"	-0.487	0.023
"KDELR3"	-0.376	0.005
"KIAA0101"	-0.451	0.049
"KIAA0355"	-0.303	0.05
"KIAA0586"	-0.413	0.037
"KIAA1267"	-0.451	0.05
"KIF23"	-0.204	0.035
"KIF5A"	-0.491	0.028
"KIR3DL2"	-0.39	0.01
"KLHL14"	-0.324	0.04
"KLHL28"	-0.418	0.011
"KLK15"	-0.618	0.001
"KPNB1"	-0.711	0.007
"KRAS"	-0.393	0.004
"KRAS"	-0.31	0.004
"KRR1"	-0.0414	0.017
"KRT33B"	-0.0945	0.03
