"Gene name"	"score"	"pval"
"A1CF"	-0.777	0.042
"ACAT2"	-0.525	0.042
"ACBD5"	-0.781	0.018
"ACOT9"	-0.385	0.007
"ACSL4"	-0.337	0.04
"ACTL6B"	-0.365	0.01
"ACTR8"	-0.301	0.043
"ACVR1"	-0.765	0.028
"ADAM19"	-0.227	0.04
"ADC"	-0.431	0.035
"ADCK2"	-0.48	0.048
"ADCK4"	-0.435	0.016
"ADCY4"	-0.369	0.017
"ADCY9"	-0.342	0.037
"ADH5"	-0.869	0.033
"AGL"	-0.502	0.018
"ALG10B"	-0.803	0.011
"ALKBH5"	-0.41	0.029
"AMIGO3"	-0.24	0.028
"ANAPC4"	-0.966	0.001
"ANKRD1"	-0.324	0.05
"ANKRD20A2"	-0.478	0.013
"ANKRD27"	-0.3	0.039
"ANO3"	-0.292	0.039
"APBB1"	-0.477	0.018
"APOBEC3F"	-0.72	0.033
"APOL2"	-0.517	0.004
"AQR"	-1.53	0.007
"ARCN1"	-1.63	0.001
"ARHGAP25"	-0.498	0.045
"ARHGAP29"	-0.416	0.042
"ARHGDIG"	-0.156	0.036
"ARHGEF4"	-0.281	0.041
"ARL1"	-0.666	0.047
"ARL5B"	-0.86	0.025
"ASAP1"	-0.39	0.028
"ATOH8"	-0.396	0.001
"ATP11B"	-0.581	0.042
"ATP5G3"	-0.579	0.028
"ATP5I"	-0.244	0.038
"ATP6V0A1"	-0.0616	0.013
"ATP6V0D1"	-1.02	0.022
"ATXN7"	-0.227	0.033
"AURKB"	-0.58	0.005
"B3GNT5"	-0.844	0.036
"B4GALT4"	-0.293	0.035
"BECN1"	-0.311	0.04
"BMP10"	-0.132	0.049
"BRUNOL4"	-1.01	0.032
"BTBD16"	-0.509	0.038
"BYSL"	-0.794	0.002
"C11orf16"	-0.286	0.008
"C14orf2"	-0.923	0.036
"C14orf70"	-0.392	0.043
"C16orf72"	-0.358	0.019
"C17orf66"	-0.495	0.049
"C19orf10"	-0.72	0.038
"C19orf43"	-0.575	0.035
"C1orf161"	-0.402	0.011
"C1QC"	-0.501	0.043
"C22orf27"	-0.995	0.011
"C22orf29"	-0.64	0.027
"C22orf32"	-0.404	0.035
"C3orf39"	-0.536	0.04
"C4orf32"	-0.336	0.011
"C8orf37"	-0.323	0.036
"C9orf30"	-0.364	0.005
"C9orf93"	-0.452	0.041
"CACNA1F"	-0.268	0.036
"CACNA2D2"	-0.587	0.019
"CALY"	-0.309	0.048
"CAPN3"	-0.43	0.037
"CARS"	-0.474	0.016
"CASP8AP2"	-0.195	0.018
"CASR"	-0.38	0.022
"CATSPER4"	-0.335	0.003
"CCBP2"	-0.184	0.046
"CCDC12"	-0.519	0.048
"CCL25"	-0.266	0.007
"CCNB3"	-0.982	0.005
"CCNG1"	-0.582	0.007
"CCNT1"	-0.188	0.037
"CCR6"	-0.604	0.031
"CCR8"	-0.526	0.01
"CCT7"	-0.679	0.049
"CD151"	-0.61	0.028
"CD2"	-0.527	0.038
"CD200"	-0.306	0.045
"CD207"	-0.348	0.036
"CDC27"	-0.94	0.014
"CDC40"	-1.42	0.031
"CDC5L"	-1.28	0.023
"CDH19"	-0.202	0.035
"CDK1"	-0.761	0.032
"CDK11B"	-1.3	0.001
"CDK17"	-0.591	0.006
"CDK5RAP1"	-0.682	0.03
"CELA2A"	-0.45	0.048
"CEND1"	-0.956	0.045
"CEP192"	-0.512	0.016
"CHD4"	-1.08	0.03
"CHEK1"	-1.16	0.041
"CHRM1"	-0.975	0.004
"CHST9"	-0.351	0.048
"CIRH1A"	-0.538	0.031
"CLEC12A"	-0.545	0.029
"CLEC5A"	-0.696	0.04
"CLINT1"	-0.581	0.016
"CLU"	-0.376	0.035
"CLUL1"	-0.51	0.017
"CLYBL"	-0.344	0.012
"CMTM4"	-0.542	0.04
"CNOT3"	-0.906	0.036
"CNTF"	-0.53	0.03
"COL10A1"	-0.45	0.014
"COL11A2"	-0.507	0.011
"COL25A1"	-0.603	0.046
"COMMD2"	-0.439	0.017
"COPB1"	-1.72	0.007
"COPS2"	-0.878	0.049
"COPS3"	-0.812	0.047
"COPS6"	-0.69	0.049
"COPS8"	-1	0.037
"COX4I2"	-0.473	0.042
"COX7A2P2"	-0.275	0.038
"COX8C"	-0.421	0.04
"CPSF3"	-0.442	0.035
"CRYL1"	-0.613	0.028
"CSE1L"	-0.752	0.024
"CSNK1E"	-0.471	0.05
"CSNK1E"	-0.654	0.05
"CTU1"	-0.256	0.047
"CUL4B"	-0.766	0.006
"CUX2"	-0.652	0.023
"CWC22"	-1.24	0.028
