"Gene name"	"score"	"pval"
"ABCB7"	-0.599	0.023
"ABCC4"	-0.0963	0.032
"ABCE1"	-1.1	0.037
"ACO2"	-0.856	0.023
"ACOT9"	-1.35	0.022
"ACTRT2"	-0.966	0.02
"ACVR1"	-1.4	0.019
"ADAM33"	-1.71	0.046
"ADAMTS13"	-0.735	0.019
"ADD2"	-0.406	0.036
"AFG3L2"	-1.34	0.014
"AGL"	-0.946	0.032
"AICDA"	-0.129	0.041
"AKAP8L"	-0.81	0.008
"ALDH7A1"	-0.56	0.032
"ALKBH3"	-0.637	0.024
"ALOX12B"	-1.43	0.014
"ALOXE3"	-0.455	0.011
"ANAPC4"	-2.22	0
"ANAPC5"	-1.03	0.039
"ANG"	-0.276	0.024
"ANKRA2"	-1.82	0.02
"AP1AR"	-0.433	0.027
"AP1S2"	-0.537	0.034
"AP2M1"	-1.67	0.002
"APOB"	-0.353	0.037
"APOBEC3B"	-1.2	0.05
"APOL1"	-0.499	0.027
"APOL2"	-1.06	0.023
"AQR"	-1.94	0.001
"ARCN1"	-1.89	0
"ARHGAP29"	-0.738	0.018
"ARID5A"	-0.707	0.025
"ARL1"	-1.22	0.012
"ARMC1"	-0.36	0.036
"ARSJ"	-1.11	0.023
"ART5"	-1.48	0.014
"AS3MT"	-1.2	0.046
"ASB17"	-0.48	0.05
"ASMT"	-0.558	0.032
"ATF6"	-0.331	0.05
"ATIC"	-0.465	0.025
"ATP5A1"	-0.906	0.024
"ATP6V0A1"	-0.777	0.037
"ATR"	-1.21	0.013
"ATXN10"	-0.219	0.037
"ATXN7"	-0.29	0.045
"AURKB"	-1.59	0.003
"AZI1"	-0.328	0.035
"BAG5"	-1.7	0.032
"BAI2"	-0.834	0.041
"BANF1"	-1.04	0.003
"BAT1"	-0.727	0.031
"BAT2L2"	-1.13	0.018
"BBS2"	-0.286	0.043
"BDKRB1"	-1.4	0.002
"BIRC5"	-0.757	0.043
"BLOC1S2"	-0.638	0.037
"BMPR1A"	-0.437	0.012
"BRIX1"	-0.494	0.024
"BRUNOL4"	-1.23	0.024
"BST2"	-0.319	0.048
"BUB1B"	-1.71	0.007
"BUD31"	-0.698	0.037
"C11orf31"	-0.881	0.033
"C12orf66"	-1.58	0.004
"C13orf31"	-0.336	0.032
"C14orf118"	-0.301	0.043
"C14orf148"	-1.7	0.04
"C14orf2"	-0.596	0.011
"C14orf70"	-0.789	0.047
"C15orf55"	-0.428	0.048
"C16orf62"	-0.878	0.029
"C17orf46"	-1.02	0.023
"C19orf10"	-1	0.037
"C19orf2"	-0.308	0.012
"C1orf158"	-0.276	0.047
"C21orf66"	-1.38	0.003
"C22orf27"	-1.24	0.014
"C22orf29"	-0.234	0.008
"C3orf24"	-1.24	0.047
"C3orf39"	-0.811	0.047
"C5orf35"	-0.122	0.018
"C5orf36"	-0.366	0.007
"C6orf167"	-1.92	0.045
"C7orf46"	-1.03	0.031
"C8orf46"	-1.08	0.01
"C9orf30"	-0.984	0.003
"C9orf93"	-0.621	0.04
"CA7"	-0.787	0.002
"CACNA1A"	-0.603	0.028
"CAD"	-0.357	0.024
"CALHM1"	-1.22	0.039
"CAMP"	-0.923	0.003
"CAPN11"	-0.794	0.034
"CARS2"	-1.73	0.014
"CATSPER2"	-0.537	0.024
"CBR4"	-0.755	0.035
"CCDC144B"	-0.686	0.05
"CCDC93"	-1.15	0.045
"CCL25"	-0.911	0.029
"CCNB3"	-0.925	0.01
"CCR10"	-1.38	0.037
"CCRN4L"	-0.206	0.02
"CCT3"	-1.92	0.001
"CCT4"	-1.15	0.039
"CCT6A"	-1.46	0.003
"CCT7"	-1.88	0.027
"CCT8"	-1.62	0.002
"CD151"	-0.403	0.035
"CD2"	-0.279	0.035
"CD274"	-0.948	0.041
"CD83"	-0.524	0.048
"CDC23"	-1.13	0.023
"CDC27"	-1.07	0.033
"CDC40"	-1.78	0.009
"CDC5L"	-1.9	0.031
"CDC7"	-0.084	0.046
"CDK11B"	-1.87	0.003
