"Gene name"	"score"	"pval"
"A1CF"	-0.434	0.012
"ABAT"	-0.539	0.017
"ABCB7"	-0.511	0.015
"ABCC9"	-0.418	0.034
"ACLY"	-0.42	0
"ACSM2B"	-0.693	0.027
"ACTR1A"	-0.65	0.035
"ADAM21"	-0.396	0.04
"ADAMTS12"	-0.0919	0.03
"ADAR"	-0.31	0.023
"ADCK4"	-0.603	0.028
"ADCY3"	-0.535	0.01
"ADCYAP1"	-0.404	0.032
"ADCYAP1R1"	-0.672	0.034
"ADH5"	-0.503	0.015
"AEBP1"	-0.492	0.029
"AGL"	-0.422	0.043
"ALDH7A1"	-0.436	0.039
"ALG10B"	-0.735	0.015
"ALOX12B"	-0.446	0.028
"ANAPC4"	-0.88	0.002
"ANAPC5"	-0.578	0.044
"ANKRD20A3"	-0.418	0.049
"APOBEC3B"	-0.451	0.015
"APOL2"	-0.657	0.013
"AQR"	-1.05	0.002
"ARAF"	-0.311	0.021
"ARCN1"	-1.34	0
"ARF4"	-0.185	0.04
"ARG1"	-0.312	0.031
"ARHGAP29"	-0.649	0.007
"ARL1"	-0.723	0.017
"ARL5B"	-0.717	0.002
"ARL6IP5"	-0.149	0.023
"AS3MT"	-0.0668	0.039
"ASH2L"	-0.227	0.044
"ASTL"	-0.207	0.024
"ATG7"	-0.186	0.049
"ATP13A1"	-0.407	0.03
"ATP5C1"	-0.378	0.022
"ATP5I"	-0.37	0.044
"ATP6V0D1"	-0.783	0.012
"ATP6V1C2"	-0.303	0.039
"AURKB"	-0.593	0.023
"AZIN1"	-0.886	0.012
"B3GALNT2"	-0.525	0.013
"B3GALT5"	-0.00971	0.046
"B4GALT7"	-0.592	0.022
"BAG5"	-0.888	0.043
"BAI2"	-0.359	0.041
"BMPER"	-0.0387	0.028
"BMPR1A"	-0.553	0.038
"BST2"	-0.401	0.008
"BTN1A1"	-0.363	0.018
"BUB1"	-0.313	0.028
"BUB1B"	-0.787	0.018
"C10orf2"	-0.292	0.037
"C10orf27"	-0.241	0.029
"C10orf72"	-0.796	0.04
"C11orf64"	-0.763	0.028
"C12orf66"	-0.829	0.032
"C12orf69"	-0.361	0.047
"C14orf148"	-0.248	0.047
"C14orf70"	-0.536	0.044
"C15orf51"	-0.279	0.042
"C16orf62"	-0.468	0.012
"C16orf72"	-0.315	0.04
"C17orf104"	-0.326	0.031
"C18orf34"	-0.0646	0.023
"C19orf6"	-0.339	0.022
"C1orf77"	-0.594	0.032
"C1QTNF6"	-0.547	0.03
"C2"	-0.123	0.011
"C20orf196"	-0.104	0.05
"C22orf27"	-0.465	0.027
"C22orf36"	-0.146	0.049
"C2orf50"	-0.641	0.05
"C2orf85"	-0.463	0.044
"C4orf21"	-0.167	0.031
"C5orf35"	-0.378	0.041
"C5orf36"	-0.305	0.032
"C5orf51"	-0.0977	0.05
"C6orf136"	-0.408	0.021
"C6orf165"	-0.162	0.028
"C6orf174"	-0.562	0.023
"C9orf30"	-0.238	0.004
"C9orf53"	-0.212	0.032
"C9orf72"	-0.37	0.031
"CACNA2D3"	-0.532	0.015
"CALM2"	-0.741	0.047
"CAPN2"	-0.397	0.01
"CARD14"	-0.547	0.018
"CARM1"	-0.393	0.038
